date,estate_id,tbs_production_ton,cpo_production_ton,kernel_production_ton
2023-07-01,EST003,13460.8,2404.2,647.2
2023-08-01,EST003,9946.0,2048.0,487.1
2023-09-01,EST003,10195.5,2165.9,591.6
2023-10-01,EST003,9640.1,1836.7,385.6
2023-11-01,EST003,10157.7,2075.9,569.1
2023-12-01,EST003,10279.3,1999.8,465.8
2024-01-01,EST003,10469.7,2065.0,451.7
2024-02-01,EST003,10440.1,1774.8,583.6
2024-03-01,EST003,11087.6,2180.6,595.0
2024-04-01,EST003,12281.9,2635.0,691.1
2024-05-01,EST003,11983.4,2283.2,647.1
2024-06-01,EST003,11154.1,2239.6,669.2
2024-07-01,EST003,11708.4,2208.9,618.1
2024-08-01,EST003,12151.6,2496.0,598.1
2024-09-01,EST003,23112.2,1819.0,478.1
2024-10-01,EST003,10746.5,1997.9,604.1
2024-11-01,EST003,10807.0,2377.4,498.2
2024-12-01,EST003,,1992.9,435.4
2025-01-01,EST003,10105.6,1929.4,489.7
2025-02-01,EST003,10093.2,2094.0,403.7
2025-03-01,EST003,9797.6,2038.5,496.6
2025-04-01,EST003,11862.5,2486.8,481.3
2025-05-01,EST003,10953.5,1912.3,550.6
2025-06-01,EST003,11070.1,2381.2,601.4
2025-07-01,EST003,10757.0,2059.5,512.2
2025-08-01,EST003,10478.0,2039.4,611.8
2025-09-01,EST003,10788.8,2481.4,460.7
2025-10-01,EST003,10036.1,2052.7,561.6
2025-11-01,EST003,9892.1,1921.1,528.0
2025-12-01,EST003,10478.7,1781.4,434.0
2019-01-01,EST004,8128.4,1795.1,487.7
2019-02-01,EST004,7353.0,1322.2,365.3
2019-03-01,EST004,8798.1,1627.2,401.3
2019-04-01,EST004,9234.8,1801.1,396.8
2019-05-01,EST004,9605.3,2125.1,469.7
2019-06-01,EST004,7375.0,1560.5,364.1
2019-07-01,EST004,10683.3,2111.4,539.6
2019-08-01,EST004,10159.4,2078.9,492.8
2019-09-01,EST004,8522.0,1627.7,453.1
2019-10-01,EST004,9787.7,1978.0,470.4
2019-11-01,EST004,8240.2,1657.1,332.3
2019-12-01,EST004,9030.4,1937.3,444.8
2020-01-01,EST004,8536.4,1831.1,341.5
2020-02-01,EST004,8377.2,1737.5,433.7
2020-03-01,EST004,8975.8,1746.4,404.8
2020-04-01,EST004,8449.7,1784.0,429.4
2020-05-01,EST004,10289.8,2043.8,582.1
2020-06-01,EST004,9772.6,1795.9,442.3
2020-07-01,EST004,11273.3,2186.5,623.5
2020-08-01,EST004,8223.7,1655.2,393.4
2020-09-01,EST004,9051.5,1933.9,531.9
2020-10-01,EST004,9651.8,1903.8,465.0
2020-11-01,EST004,8897.4,1618.1,407.5
2020-12-01,EST004,8449.1,1697.0,451.5
2021-01-01,EST004,10046.8,2026.5,480.4
2021-02-01,EST004,9729.7,1973.1,445.5
2021-03-01,EST004,10797.9,2308.6,514.1
2021-04-01,EST004,11584.8,2494.0,576.7
2021-05-01,EST004,11915.4,2276.9,675.7
2021-06-01,EST004,12076.7,2303.7,487.0
2021-07-01,EST004,11400.7,2102.3,571.4
2021-08-01,EST004,11355.0,2390.0,603.2
2021-09-01,EST004,9945.4,2205.2,506.9
2021-10-01,EST004,8659.6,1691.0,489.7
2021-11-01,EST004,9724.5,1909.7,482.6
2021-12-01,EST004,10604.6,2354.2,520.4
2022-01-01,EST004,10679.3,2216.8,565.6
2022-02-01,EST004,9990.6,2063.5,504.5
2022-03-01,EST004,11081.3,2018.3,532.4
2022-04-01,EST004,11943.8,2510.4,628.0
2022-05-01,EST004,11120.7,2069.2,519.8
2022-06-01,EST004,11741.7,2148.6,551.2
2022-07-01,EST004,10997.8,2142.4,520.9
2022-08-01,EST004,10591.3,2025.2,601.2
2022-09-01,EST004,11290.8,2220.6,451.6
2022-10-01,EST004,11128.2,1985.1,578.4
2022-11-01,EST004,10762.2,2307.2,540.0
2022-12-01,EST004,9517.1,2064.4,395.9
2023-01-01,EST004,8872.6,1515.4,457.4
2023-02-01,EST004,10037.1,2154.7,525.7
2023-03-01,EST004,11002.9,2066.8,582.6
2023-04-01,EST004,11591.7,2467.3,463.7
2023-05-01,EST004,11294.1,2247.2,641.9
2023-06-01,EST004,12288.3,2463.0,569.1
2023-07-01,EST004,32037.2,2527.4,684.7
2023-08-01,EST004,10490.1,2288.8,563.4
2023-09-01,EST004,11100.4,2013.7,506.4
2023-10-01,EST004,10365.2,2167.5,552.5
2023-11-01,EST004,10378.7,2247.2,498.9
2023-12-01,EST004,9983.0,2103.9,399.3
2024-01-01,EST004,10007.0,2301.6,558.8
2024-02-01,EST004,10037.8,1927.9,463.0
2024-03-01,EST004,10039.6,2152.1,459.1
2024-04-01,EST004,12247.1,2429.9,587.7
2024-05-01,EST004,12606.7,2754.6,647.5
2024-06-01,EST004,11094.4,2217.6,551.5
2024-07-01,EST004,13094.8,2542.8,690.6
2024-08-01,EST004,10451.9,2295.1,452.6
2024-09-01,EST004,9831.9,1893.9,455.1
2024-10-01,EST004,11027.2,1971.8,545.0
2024-11-01,EST004,10010.9,1924.6,595.5
2024-12-01,EST004,9425.5,1972.6,465.9
2025-01-01,EST004,9740.3,2151.4,539.9
2025-02-01,EST004,9854.6,1987.3,494.6
2025-03-01,EST004,10893.2,2394.0,518.3
2025-04-01,EST004,11732.9,2107.6,572.2
2025-05-01,EST004,10975.4,2122.1,539.5
2025-06-01,EST004,13146.8,2572.5,697.0
2025-07-01,EST004,10662.3,2114.1,606.4
2025-08-01,EST004,10017.7,2016.2,518.9
2025-09-01,EST004,11090.9,2333.1,620.4
2025-10-01,EST004,10548.4,2039.3,476.5
2025-11-01,EST004,9449.5,1909.6,452.9
2025-12-01,EST004,10677.6,2128.3,495.2
2019-01-01,EST005,12224.3,2275.1,630.4
2019-02-01,EST005,12379.2,2454.7,596.7
2019-03-01,EST005,12784.2,2529.3,685.9
2019-04-01,EST005,12320.4,2433.6,558.7
2019-05-01,EST005,11478.5,2301.2,576.4
2019-06-01,EST005,14145.6,2845.2,755.9
2019-07-01,EST005,13029.2,2521.4,521.2
2019-08-01,EST005,10654.4,2334.3,639.3
2019-09-01,EST005,13084.7,2387.4,635.7
2019-10-01,EST005,11873.6,2246.3,474.9
2019-11-01,EST005,11714.0,2694.2,595.0
2019-12-01,EST005,12149.4,2240.7,609.5
2020-01-01,EST005,11881.0,2134.9,589.2
2020-02-01,EST005,11908.4,2512.9,654.4
2020-03-01,EST005,12765.4,2170.1,686.0
2020-04-01,EST005,-500.0,2402.8,629.7
2020-05-01,EST005,13075.7,3007.4,683.2
2020-06-01,EST005,13999.6,2475.5,692.7
2020-07-01,EST005,10867.9,1850.5,639.9
2020-08-01,EST005,11146.6,1978.7,474.9
2020-09-01,EST005,12251.3,2615.4,621.1
2020-10-01,EST005,11418.5,2476.3,574.6
2020-11-01,EST005,-500.0,2262.3,636.0
2020-12-01,EST005,11205.3,2355.9,513.0
2021-01-01,EST005,11461.8,2531.4,473.2
2021-02-01,EST005,10909.8,2474.5,554.0
2021-03-01,EST005,13053.8,2562.5,671.0
2021-04-01,EST005,13583.2,2309.1,780.3
2021-05-01,EST005,11675.0,2191.2,509.6
2021-06-01,EST005,11670.6,2259.4,650.9
2021-07-01,EST005,14640.5,2871.2,878.4
2021-08-01,EST005,12891.6,2542.0,620.2
2021-09-01,EST005,13563.0,2940.2,590.6
2021-10-01,EST005,12561.5,2752.4,602.5
2021-11-01,EST005,12003.5,2369.8,601.0
2021-12-01,EST005,13188.2,2854.9,696.6
2022-01-01,EST005,10586.3,2174.1,498.0
2022-02-01,EST005,11252.3,2261.3,650.1
2022-03-01,EST005,11104.8,2372.0,493.4
2022-04-01,EST005,13673.8,2749.6,564.8
2022-05-01,EST005,14384.3,3308.4,798.8
2022-06-01,EST005,15688.2,2799.1,627.5
2022-07-01,EST005,14593.7,2806.0,714.8
2022-08-01,EST005,12078.1,2392.7,724.7
2022-09-01,EST005,11227.4,2319.5,560.7
2022-10-01,EST005,11392.0,2495.1,505.8
2022-11-01,EST005,13148.2,2624.8,653.6
2022-12-01,EST005,11831.6,2113.9,588.6
2023-01-01,EST005,11518.7,2449.3,585.2
2023-02-01,EST005,12215.5,2581.4,651.2
2023-03-01,EST005,11459.5,1958.1,513.4
2023-04-01,EST005,12984.6,2596.2,758.8
2023-05-01,EST005,13495.6,2377.2,691.3
2023-06-01,EST005,12764.4,2425.6,684.6
2023-07-01,EST005,11237.0,2095.2,526.6
2023-08-01,EST005,13093.1,2777.6,738.9
2023-09-01,EST005,10044.5,2026.5,489.3
2023-10-01,EST005,12101.4,2186.9,621.9
2023-11-01,EST005,11022.3,2350.0,499.7
2023-12-01,EST005,12008.6,2143.4,540.6
2024-01-01,EST005,11348.5,2325.9,606.5
2024-02-01,EST005,11897.4,2234.2,568.5
2024-03-01,EST005,11976.3,2329.6,547.7
2024-04-01,EST005,12862.7,2669.8,601.8
2024-05-01,EST005,11487.0,2387.2,614.5
2024-06-01,EST005,11988.6,2638.1,561.7
2024-07-01,EST005,12876.4,2559.4,636.2
2024-08-01,EST005,13683.6,2799.6,685.2
2024-09-01,EST005,12899.7,2495.2,521.3
2024-10-01,EST005,11975.6,2427.8,510.7
2024-11-01,EST005,,2280.1,570.4
2024-12-01,EST005,11409.9,2265.2,528.4
2025-01-01,EST005,11025.7,1906.8,609.5
2025-02-01,EST005,10944.6,2243.3,600.1
2025-03-01,EST005,11756.6,2415.6,630.1
2025-04-01,EST005,11774.8,2234.8,695.9
2025-05-01,EST005,10938.0,1976.9,542.4
2025-06-01,EST005,13354.1,2966.5,711.0
2025-07-01,EST005,12998.4,2695.5,611.9
2025-08-01,EST005,11597.8,2279.7,695.9
2025-09-01,EST005,14292.4,2614.7,856.4
2025-10-01,EST005,13589.2,2550.3,680.3
2025-11-01,EST005,12914.1,2835.1,670.7
2025-12-01,EST005,11197.3,2262.6,636.0
2019-01-01,EST006,7999.1,1533.8,394.1
2019-02-01,EST006,7065.7,1467.2,330.1
2019-03-01,EST006,8203.9,1540.6,446.0
2019-04-01,EST006,7724.3,1718.8,389.2
2019-05-01,EST006,9751.8,2148.2,496.5
2019-06-01,EST006,10158.6,1960.6,465.6
2019-07-01,EST006,8251.1,1572.4,341.7
2019-08-01,EST006,9189.9,1562.3,470.3
2019-09-01,EST006,8612.7,1531.1,469.6
2019-10-01,EST006,7818.3,1406.6,382.1
2019-11-01,EST006,8643.2,1746.2,494.2
2019-12-01,EST006,6874.6,1341.3,319.5
2020-01-01,EST006,7134.1,1282.9,319.1
2020-02-01,EST006,7229.7,1415.4,359.1
2020-03-01,EST006,7956.7,1651.7,394.5
2020-04-01,EST006,8926.6,1856.0,480.7
2020-05-01,EST006,8891.2,1524.9,410.1
2020-06-01,EST006,7302.1,1446.4,415.1
2020-07-01,EST006,8497.0,1523.1,508.4
2020-08-01,EST006,9509.4,2030.5,473.6
2020-09-01,EST006,8223.7,1741.5,462.6
2020-10-01,EST006,7971.6,1486.9,356.5
2020-11-01,EST006,7471.4,1408.4,413.7
2020-12-01,EST006,7258.7,1401.5,400.9
2021-01-01,EST006,7826.9,1330.6,425.1
2021-02-01,EST006,7538.2,1545.6,376.3
2021-03-01,EST006,9106.8,1784.1,364.3
2021-04-01,EST006,9740.6,2089.9,455.8
2021-05-01,EST006,9441.8,1732.8,442.5
2021-06-01,EST006,9591.2,1829.2,432.6
2021-07-01,EST006,9313.2,1652.2,471.4
2021-08-01,EST006,7307.7,1351.5,350.1
2021-09-01,EST006,8431.0,1536.7,386.8
2021-10-01,EST006,7756.1,1667.1,346.7
2021-11-01,EST006,8459.5,1603.3,392.7
2021-12-01,EST006,7669.6,1548.2,426.5
2022-01-01,EST006,7734.3,1502.7,361.2
2022-02-01,EST006,7833.9,1417.6,371.5
2022-03-01,EST006,7871.5,1554.4,375.6
2022-04-01,EST006,9529.9,1991.6,492.6
2022-05-01,EST006,-500.0,1772.6,509.5
2022-06-01,EST006,9880.2,2096.0,395.2
2022-07-01,EST006,9963.2,1865.7,549.1
2022-08-01,EST006,9501.4,1831.4,543.3
2022-09-01,EST006,8157.9,1696.5,365.1
2022-10-01,EST006,8246.2,1567.2,372.2
2022-11-01,EST006,7354.6,1475.1,351.2
2022-12-01,EST006,7626.1,1489.2,352.5
2023-01-01,EST006,8138.6,1643.5,416.0
2023-02-01,EST006,8566.4,1456.3,344.9
2023-03-01,EST006,9502.9,1639.8,422.0
2023-04-01,EST006,10681.2,2234.9,616.3
2023-05-01,EST006,12025.7,2592.2,545.5
2023-06-01,EST006,10724.7,1998.5,602.9
2023-07-01,EST006,10814.8,2123.4,560.0
2023-08-01,EST006,10703.5,2188.0,438.3
2023-09-01,EST006,10852.4,2283.3,577.1
2023-10-01,EST006,9666.3,1643.3,477.6
2023-11-01,EST006,6606.8,1233.6,315.3
2023-12-01,EST006,8988.0,1752.8,460.4
2024-01-01,EST006,8924.0,1878.9,467.4
2024-02-01,EST006,8805.6,2025.3,471.4
2024-03-01,EST006,9973.0,1960.5,557.4
2024-04-01,EST006,10979.0,1964.1,571.4
2024-05-01,EST006,11229.6,2313.7,484.2
2024-06-01,EST006,10216.9,2245.8,486.6
2024-07-01,EST006,11052.1,2228.3,663.1
2024-08-01,EST006,23273.5,1735.3,499.2
2024-09-01,EST006,10373.4,2223.7,622.4
2024-10-01,EST006,8745.9,1836.2,498.3
2024-11-01,EST006,9256.5,1708.8,474.0
2024-12-01,EST006,7869.9,1619.0,405.4
2025-01-01,EST006,9262.9,1991.1,461.5
2025-02-01,EST006,9624.8,2095.6,397.6
2025-03-01,EST006,10119.7,2013.9,506.9
2025-04-01,EST006,9586.6,1865.8,537.4
2025-05-01,EST006,,2222.4,478.3
2025-06-01,EST006,10772.9,1959.0,560.8
2025-07-01,EST006,9522.8,1967.2,516.7
2025-08-01,EST006,9037.5,1621.8,410.8
2025-09-01,EST006,10594.7,2288.3,505.8
2025-10-01,EST006,8615.0,1689.7,386.9
2025-11-01,EST006,9384.1,2055.4,430.6
2025-12-01,EST006,8494.1,1761.4,370.0
2019-01-01,EST007,8207.5,1490.9,373.4
2019-02-01,EST007,9409.5,2083.0,537.3
2019-03-01,EST007,10701.7,2389.4,486.1
2019-04-01,EST007,9570.6,2040.8,484.6
2019-05-01,EST007,9019.1,1700.8,428.3
2019-06-01,EST007,11027.5,2154.9,616.4
2019-07-01,EST007,9898.6,2001.3,559.8
2019-08-01,EST007,10456.9,1981.0,568.0
2019-09-01,EST007,9881.5,2227.1,509.2
2019-10-01,EST007,8959.0,1811.2,437.6
2019-11-01,EST007,8887.2,1510.8,391.4
2019-12-01,EST007,7894.1,1619.0,471.4
2020-01-01,EST007,8959.8,1745.2,414.0
2020-02-01,EST007,10520.1,2092.2,560.9
2020-03-01,EST007,8775.0,1706.5,485.2
2020-04-01,EST007,11166.8,2368.5,527.3
2020-05-01,EST007,11420.7,2476.0,630.3
2020-06-01,EST007,25373.2,2073.0,546.2
2020-07-01,EST007,12966.8,2527.4,760.4
2020-08-01,EST007,11587.1,2310.2,552.2
2020-09-01,EST007,10166.2,2036.2,442.9
2020-10-01,EST007,10520.4,1977.5,499.4
2020-11-01,EST007,9958.0,2078.1,508.3
2020-12-01,EST007,,1783.6,433.5
2021-01-01,EST007,8386.2,1871.0,402.8
2021-02-01,EST007,10002.6,2188.9,404.6
2021-03-01,EST007,11446.4,2171.6,599.2
2021-04-01,EST007,11432.0,2427.1,684.3
2021-05-01,EST007,11229.3,2085.7,587.5
2021-06-01,EST007,11146.7,2345.7,591.3
2021-07-01,EST007,11514.6,2213.7,608.7
2021-08-01,EST007,12410.2,2291.6,645.1
2021-09-01,EST007,11411.2,2330.2,623.7
2021-10-01,EST007,10494.4,1784.0,545.5
2021-11-01,EST007,9289.5,1613.9,450.0
2021-12-01,EST007,8702.1,1717.3,400.5
2022-01-01,EST007,9862.2,1984.6,480.8
2022-02-01,EST007,9402.4,1828.4,484.9
2022-03-01,EST007,10213.8,1800.8,494.5
2022-04-01,EST007,11306.5,2122.6,583.1
2022-05-01,EST007,8909.1,1834.1,465.0
2022-06-01,EST007,12677.3,2646.1,686.7
2022-07-01,EST007,12744.3,2545.8,719.0
2022-08-01,EST007,11556.1,2511.7,582.3
2022-09-01,EST007,,2331.4,492.0
2022-10-01,EST007,10820.8,2042.8,522.4
2022-11-01,EST007,9347.6,1830.2,469.4
2022-12-01,EST007,9013.1,1613.0,367.9
2023-01-01,EST007,9125.8,1810.4,519.7
2023-02-01,EST007,9858.7,2136.2,500.0
2023-03-01,EST007,11567.5,2432.4,600.4
2023-04-01,EST007,9820.6,2170.6,558.1
2023-05-01,EST007,11658.2,2278.7,546.2
2023-06-01,EST007,13766.4,3031.2,727.8
