date,estate_id,estate_name,region,month,quarter,month_sin,month_cos,area_ha,plant_age_years,fertilizer_kg_per_ha,rainfall_mm,rainy_days,rainfall_lag_1,rainfall_lag_3,rainfall_3m_avg,rainfall_6m_avg,working_days,disruption_days,tbs_lag_1,tbs_lag_3,tbs_lag_6,tbs_lag_12,tbs_rolling_mean_3,tbs_rolling_mean_6,tbs_rolling_mean_12,tbs_growth_1m,tbs_growth_12m,tbs_production_ton
2022-01-01,EST001,Estate Lampung 01,Sumatra,1,1,0.49999999999999994,0.8660254037844387,4250,12,10.808,258.2,16.0,229.1,193.6,249.96666666666667,227.98333333333335,24.0,0.0,9112.9,8735.4,8785.1,8488.8,8893.1,9344.766666666666,9474.433333333332,-0.01520920892361377,0.057193007256620465,8974.3
2022-02-01,EST001,Estate Lampung 01,Sumatra,2,1,0.8660254037844386,0.5000000000000001,4250,12,8.050588235294118,193.0,13.0,258.2,262.6,226.76666666666665,222.36666666666665,23.0,0.0,8974.3,8831.0,10264.4,9870.8,8972.733333333334,9376.300000000001,9514.891666666666,0.011744648607691088,-0.08014547959638518,9079.7
2022-03-01,EST001,Estate Lampung 01,Sumatra,3,1,1.0,6.123233995736766e-17,4250,12,8.965176470588235,197.8,13.0,193.0,229.1,216.33333333333334,222.38333333333335,24.0,1.0,9079.7,9112.9,10339.8,9249.2,9055.633333333333,9178.85,9448.966666666665,0.05995792812537859,0.04053323530683728,9624.1
2022-04-01,EST001,Estate Lampung 01,Sumatra,4,2,0.8660254037844387,-0.4999999999999998,4250,12,7.902588235294117,195.63333333333333,16.0,197.8,258.2,195.4777777777778,222.7222222222222,22.0,1.0,9624.1,8974.3,8735.4,10205.9,9226.033333333333,9059.566666666668,9480.208333333334,-0.044960048212300485,-0.09940328633437523,9191.4
2022-05-01,EST001,Estate Lampung 01,Sumatra,5,2,0.49999999999999994,-0.8660254037844387,4250,12,10.913882352941176,193.46666666666667,18.0,195.63333333333333,193.0,195.63333333333333,211.19999999999996,23.0,1.0,9191.4,9079.7,8831.0,10662.4,9298.4,9135.566666666668,9395.666666666666,0.23148813020867332,0.06159026110444188,11319.1
2022-06-01,EST001,Estate Lampung 01,Sumatra,6,2,1.2246467991473532e-16,-1.0,4250,12,10.82635294117647,191.3,12.0,193.46666666666667,197.8,193.46666666666667,204.89999999999998,22.0,0.0,11319.1,9624.1,9112.9,9147.5,10044.866666666667,9550.25,9450.391666666668,-0.01023932998206567,0.22472806777808163,11203.2
2022-07-01,EST001,Estate Lampung 01,Sumatra,7,3,-0.4999999999999997,-0.8660254037844388,4250,12,8.699764705882354,173.1,11.0,191.3,195.63333333333333,185.95555555555555,190.71666666666667,23.0,1.0,11203.2,9191.4,8974.3,8785.1,10571.233333333335,9898.633333333333,9621.7,-0.1088260497000858,0.13646970438583517,9984.0
2022-08-01,EST001,Estate Lampung 01,Sumatra,8,3,-0.8660254037844384,-0.5000000000000004,4250,12,10.859529411764706,172.9,13.0,173.1,193.46666666666667,179.1,187.36666666666667,25.0,2.0,9984.0,11319.1,9079.7,10264.4,10835.433333333334,10066.916666666666,9721.608333333334,-0.12576121794871797,-0.14964342776976736,8728.4
2022-09-01,EST001,Estate Lampung 01,Sumatra,9,3,-1.0,-1.8369701987210297e-16,4250,12,9.264,161.0,12.0,172.9,191.3,169.0,181.23333333333335,25.0,1.0,8728.4,11203.2,9624.1,10339.8,9971.866666666667,10008.366666666667,9593.608333333332,-0.06349388204023643,-0.2094431226909611,8174.2
2022-10-01,EST001,Estate Lampung 01,Sumatra,10,4,-0.8660254037844386,0.5000000000000001,4250,12,11.683529411764706,202.0,16.0,161.0,173.1,178.63333333333333,182.29444444444445,25.0,1.0,8174.2,9984.0,9191.4,8735.4,8962.2,9766.716666666667,9413.141666666666,0.19527293190770956,0.11848341232227488,9770.4
2022-11-01,EST001,Estate Lampung 01,Sumatra,11,4,-0.5000000000000004,0.8660254037844384,4250,12,10.61835294117647,230.5,16.0,202.0,172.9,197.83333333333334,188.46666666666667,22.0,1.0,9770.4,8728.4,11319.1,8831.0,8890.999999999998,9863.216666666667,9499.391666666666,-0.07485875706214684,0.0235533914618955,9039.0
2022-12-01,EST001,Estate Lampung 01,Sumatra,12,4,-2.4492935982947064e-16,1.0,4250,12,11.318823529411764,286.0,19.0,230.5,161.0,239.5,204.25,26.0,4.0,9039.0,8174.2,11203.2,9112.9,8994.533333333333,9483.199999999999,9516.725,-0.18318398052881957,-0.18980785479924067,7383.2
2023-01-01,EST001,Estate Lampung 01,Sumatra,1,1,0.49999999999999994,0.8660254037844387,4250,13,7.8512941176470585,261.6,18.0,286.0,202.0,259.3666666666667,219.0,23.0,1.0,7383.2,9770.4,9984.0,8974.3,8730.866666666667,8846.533333333333,9372.583333333334,0.0750352150828908,-0.11556333084474546,7937.2
2023-02-01,EST001,Estate Lampung 01,Sumatra,2,1,0.8660254037844386,0.5000000000000001,4250,13,11.69035294117647,197.9,15.0,261.6,230.5,248.5,223.16666666666666,25.0,0.0,7937.2,9039.0,8728.4,9079.7,8119.8,8505.4,9286.158333333333,0.2452124174771959,0.08852715398085831,9883.5
2023-03-01,EST001,Estate Lampung 01,Sumatra,3,1,1.0,6.123233995736766e-17,4250,13,11.81929411764706,239.1,17.0,197.9,286.0,232.86666666666667,236.1833333333333,23.0,0.0,9883.5,7383.2,8174.2,9624.1,8401.300000000001,8697.916666666666,9353.141666666666,0.049547225173268705,0.07783584958593526,10373.2
2023-04-01,EST001,Estate Lampung 01,Sumatra,4,2,0.8660254037844387,-0.4999999999999998,4250,13,9.836941176470589,199.4,14.0,239.1,261.6,212.13333333333333,235.75,22.0,1.0,10373.2,7937.2,9770.4,9191.4,9397.966666666667,9064.416666666666,9415.566666666666,-0.02811090116839554,0.0968514045738409,10081.6
2023-05-01,EST001,Estate Lampung 01,Sumatra,5,2,0.49999999999999994,-0.8660254037844387,4250,13,10.582117647058823,181.1,14.0,199.4,197.9,206.53333333333333,227.51666666666665,26.0,1.0,10081.6,9883.5,9039.0,11319.1,10112.766666666668,9116.283333333335,9489.75,0.017874146960799697,-0.09340848654044942,10261.8
2023-06-01,EST001,Estate Lampung 01,Sumatra,6,2,1.2246467991473532e-16,-1.0,4250,13,9.50470588235294,202.3,15.0,181.1,239.1,194.26666666666665,213.5666666666667,22.0,1.0,10261.8,10373.2,7383.2,11203.2,10238.866666666667,9320.083333333334,9401.641666666666,-0.0037517784404295096,-0.08746608111968024,10223.3
2023-07-01,EST001,Estate Lampung 01,Sumatra,7,3,-0.4999999999999997,-0.8660254037844388,4250,13,11.957176470588236,201.8,16.0,202.3,199.4,195.0666666666667,203.6,23.0,1.0,10223.3,10081.6,7937.2,9984.0,10188.9,9793.433333333332,9319.983333333332,0.06748310232508103,0.0930689102564104,10913.2
2023-08-01,EST001,Estate Lampung 01,Sumatra,8,3,-0.8660254037844384,-0.5000000000000004,4250,13,7.9651764705882355,203.7,15.0,201.8,181.1,202.6,204.5666666666667,26.0,3.0,10913.2,10261.8,9883.5,8728.4,10466.1,10289.433333333334,9397.416666666666,-0.22852142359711192,-0.03541313413684066,8419.3
2023-09-01,EST001,Estate Lampung 01,Sumatra,9,3,-1.0,-1.8369701987210297e-16,4250,13,11.257411764705882,177.0,12.0,203.7,202.3,194.16666666666666,194.21666666666667,26.0,1.0,8419.3,10223.3,10373.2,8174.2,9851.933333333332,10045.4,9371.658333333333,0.15930065444870722,0.19406180421325647,9760.5
2023-10-01,EST001,Estate Lampung 01,Sumatra,10,4,-0.8660254037844386,0.5000000000000001,4250,13,10.944235294117647,212.3,14.0,177.0,201.8,197.66666666666666,196.36666666666667,22.0,1.0,9760.5,10913.2,10081.6,9770.4,9697.666666666666,9943.283333333333,9503.85,-0.03983402489626553,-0.040806927044952035,9371.7
2023-11-01,EST001,Estate Lampung 01,Sumatra,11,4,-0.5000000000000004,0.8660254037844384,4250,13,7.915529411764706,250.3,18.0,212.3,203.7,213.20000000000002,207.9,25.0,0.0,9371.7,8419.3,10261.8,9039.0,9183.833333333334,9824.966666666667,9470.625,-0.12439578731713574,-0.0921672751410555,8205.9
2023-12-01,EST001,Estate Lampung 01,Sumatra,12,4,-2.4492935982947064e-16,1.0,4250,13,8.556235294117647,284.0,18.0,250.3,177.0,248.86666666666667,221.51666666666668,23.0,0.0,8205.9,9760.5,10223.3,7383.2,9112.699999999999,9482.316666666666,9401.199999999999,-0.031136133757418416,0.07682305775273601,7950.4
2024-01-01,EST001,Estate Lampung 01,Sumatra,1,1,0.49999999999999994,0.8660254037844387,4250,14,8.459294117647058,241.0,17.0,284.0,212.3,258.43333333333334,228.05000000000004,24.0,3.0,7950.4,9371.7,10913.2,7937.2,8509.333333333334,9103.5,9448.466666666667,0.2175236466089756,0.21954845537469136,9679.8
2024-02-01,EST001,Estate Lampung 01,Sumatra,2,1,0.8660254037844386,0.5000000000000001,4250,14,10.009176470588235,237.4,15.0,241.0,250.3,254.13333333333333,233.66666666666666,24.0,0.0,9679.8,8205.9,8419.3,9883.5,8612.033333333333,8897.933333333334,9593.683333333332,-0.08910308064216199,-0.10787676430414339,8817.3
2024-03-01,EST001,Estate Lampung 01,Sumatra,3,1,1.0,6.123233995736766e-17,4250,14,9.458823529411765,203.3,14.0,237.4,284.0,227.23333333333335,238.05000000000004,22.0,2.0,8817.3,7950.4,9760.5,10373.2,8815.833333333332,8964.266666666666,9504.833333333334,0.03299195898971363,-0.12194886823738094,9108.2
2024-04-01,EST001,Estate Lampung 01,Sumatra,4,2,0.8660254037844387,-0.4999999999999998,4250,14,10.57035294117647,179.1,14.0,203.3,241.0,206.6,232.51666666666665,23.0,1.0,9108.2,9679.8,9371.7,10081.6,9201.766666666666,8855.550000000001,9399.416666666666,-0.034353659339935616,-0.12758887478178083,8795.3
2024-05-01,EST001,Estate Lampung 01,Sumatra,5,2,0.49999999999999994,-0.8660254037844387,4250,14,9.368470588235294,218.3,15.0,179.1,237.4,200.23333333333335,227.1833333333333,23.0,2.0,8795.3,8817.3,8205.9,10261.8,8906.933333333332,8759.483333333334,9292.225,0.1541391424965608,-0.010797326005184238,10151.0
2024-06-01,EST001,Estate Lampung 01,Sumatra,6,2,1.2246467991473532e-16,-1.0,4250,14,8.589411764705883,220.9,15.0,218.3,203.3,206.1,216.66666666666666,22.0,1.0,10151.0,9108.2,7950.4,10223.3,9351.5,9083.666666666666,9282.991666666667,0.08280957541128964,0.07515185898878074,10991.6
2024-07-01,EST001,Estate Lampung 01,Sumatra,7,3,-0.4999999999999997,-0.8660254037844388,4250,14,11.54729411764706,174.2,10.0,220.9,179.1,204.46666666666667,205.53333333333333,23.0,0.0,10991.6,8795.3,9679.8,10913.2,9979.300000000001,9590.533333333333,9347.016666666668,-0.0014556570471996322,0.00571784627790195,10975.6
2024-08-01,EST001,Estate Lampung 01,Sumatra,8,3,-0.8660254037844384,-0.5000000000000004,4250,14,8.671764705882353,205.5,15.0,174.2,218.3,200.20000000000002,200.21666666666667,25.0,0.0,10975.6,10151.0,8817.3,8419.3,10706.066666666668,9806.5,9352.216666666665,0.005002004446226227,0.31014454883422626,11030.5
2024-09-01,EST001,Estate Lampung 01,Sumatra,9,3,-1.0,-1.8369701987210297e-16,4250,14,11.478352941176471,207.0,15.0,205.5,220.9,195.5666666666667,200.83333333333334,22.0,5.0,11030.5,10991.6,9108.2,9760.5,10999.233333333332,10175.366666666667,9569.816666666666,-0.21186709577988305,-0.10931817017570822,8693.5
2024-10-01,EST001,Estate Lampung 01,Sumatra,10,4,-0.8660254037844386,0.5000000000000001,4250,14,11.384235294117648,203.9,17.0,207.0,174.2,205.46666666666667,204.9666666666667,25.0,1.0,8693.5,10975.6,8795.3,9371.7,10233.2,10106.25,9480.9,0.10598723183988024,0.025950467898033347,9614.9
2024-11-01,EST001,Estate Lampung 01,Sumatra,11,4,-0.5000000000000004,0.8660254037844384,4250,14,9.85435294117647,251.0,16.0,203.9,205.5,220.63333333333333,210.41666666666666,23.0,1.0,9614.9,11030.5,10151.0,8205.9,9779.633333333333,10242.85,9501.166666666666,-0.05051534597343699,0.11251660390694518,9129.2
2024-12-01,EST001,Estate Lampung 01,Sumatra,12,4,-2.4492935982947064e-16,1.0,4250,14,10.639529411764705,298.1,20.0,251.0,207.0,251.0,223.28333333333333,22.0,0.0,9129.2,8693.5,10991.6,7950.4,9145.866666666667,10072.550000000001,9578.108333333334,0.007733426806291632,0.15714932582008445,9199.8
2025-01-01,EST001,Estate Lampung 01,Sumatra,1,1,0.49999999999999994,0.8660254037844387,4250,15,11.900235294117648,252.1,17.0,298.1,203.9,267.06666666666666,236.26666666666668,23.0,2.0,9199.8,9614.9,10975.6,9679.8,9314.633333333333,9773.916666666666,9682.225,-0.08850192395486844,-0.13370110952705627,8385.6
2025-02-01,EST001,Estate Lampung 01,Sumatra,2,1,0.8660254037844386,0.5000000000000001,4250,15,8.714117647058824,281.1,21.0,252.1,251.0,277.1,248.86666666666667,22.0,0.0,8385.6,9129.2,11030.5,8817.3,8904.866666666667,9342.25,9574.375,0.09939658462125545,0.045569505404148725,9219.1
2025-03-01,EST001,Estate Lampung 01,Sumatra,3,1,1.0,6.123233995736766e-17,4250,15,8.783294117647058,165.5,11.0,281.1,298.1,232.9,241.95000000000002,23.0,0.0,9219.1,9199.8,8693.5,9108.2,8934.833333333334,9040.35,9607.858333333334,-0.06045058628282596,-0.049010781493599276,8661.8
2025-04-01,EST001,Estate Lampung 01,Sumatra,4,2,0.8660254037844387,-0.4999999999999998,4250,15,8.808470588235295,229.5,16.0,165.5,252.1,225.36666666666667,246.21666666666667,25.0,0.0,8661.8,8385.6,9614.9,8795.3,8755.5,9035.066666666668,9570.658333333335,0.2131773996167079,0.1947631121166986,10508.3
2025-05-01,EST001,Estate Lampung 01,Sumatra,5,2,0.49999999999999994,-0.8660254037844387,4250,15,11.493882352941176,200.2,14.0,229.5,281.1,198.4,237.75,25.0,0.0,10508.3,9219.1,9129.2,10151.0,9463.066666666666,9183.966666666667,9713.408333333333,0.02146874375493657,0.05742291399862087,10733.9
2025-06-01,EST001,Estate Lampung 01,Sumatra,6,2,1.2246467991473532e-16,-1.0,4250,15,7.723764705882353,179.5,12.0,200.2,165.5,203.0666666666667,217.98333333333335,23.0,2.0,10733.9,8661.8,9199.8,10991.6,9968.0,9451.416666666666,9761.983333333334,-0.2807926289605829,-0.29765457258269956,7719.9
2025-07-01,EST001,Estate Lampung 01,Sumatra,7,3,-0.4999999999999997,-0.8660254037844388,4250,15,10.319058823529412,178.3,11.0,179.5,229.5,186.0,205.6833333333333,22.0,1.0,7719.9,10508.3,8385.6,10975.6,9654.033333333333,9204.766666666666,9489.341666666665,0.2682806772108448,-0.10793031816028287,9791.0
2025-08-01,EST001,Estate Lampung 01,Sumatra,8,3,-0.8660254037844384,-0.5000000000000004,4250,15,11.877411764705883,130.7,9.0,178.3,200.2,162.83333333333334,180.61666666666667,24.0,0.0,9791.0,10733.9,9219.1,11030.5,9414.933333333334,9439.0,9390.625,0.03402103973036463,-0.08217215901364394,10124.1
2025-09-01,EST001,Estate Lampung 01,Sumatra,9,3,-1.0,-1.8369701987210297e-16,4250,15,11.551529411764706,192.5,14.0,130.7,179.5,167.16666666666666,185.11666666666667,25.0,2.0,10124.1,7719.9,8661.8,8693.5,9211.666666666666,9589.833333333334,9315.091666666667,0.03210161890933505,0.20194398113533096,10449.1
2025-10-01,EST001,Estate Lampung 01,Sumatra,10,4,-0.8660254037844386,0.5000000000000001,4250,15,9.899529411764705,228.9,14.0,192.5,178.3,184.03333333333333,185.01666666666665,25.0,0.0,10449.1,9791.0,10508.3,9614.9,10121.4,9887.716666666667,9461.391666666666,-0.0813467188561694,-0.001643282821454095,9599.1
2025-11-01,EST001,Estate Lampung 01,Sumatra,11,4,-0.5000000000000004,0.8660254037844384,4250,15,8.200235294117647,278.9,19.0,228.9,130.7,233.4333333333333,198.13333333333333,24.0,2.0,9599.1,10124.1,10733.9,9129.2,10057.433333333332,9736.183333333332,9460.074999999999,-0.11476075882113956,-0.06919554835034836,8497.5
2025-12-01,EST001,Estate Lampung 01,Sumatra,12,4,-2.4492935982947064e-16,1.0,4250,15,11.793176470588236,246.6,15.0,278.9,192.5,251.46666666666667,209.31666666666663,23.0,0.0,8497.5,10449.1,7719.9,9199.8,9515.233333333334,9363.449999999999,9407.433333333332,0.008108267137393321,-0.06884932281136547,8566.4
2020-01-01,EST002,Estate Lampung 02,Sumatra,1,1,0.49999999999999994,0.8660254037844387,3800,8,10.587368421052632,260.4,16.0,223.0,211.8,238.5333333333333,218.73333333333335,23.0,3.0,7529.4,7081.0,7579.4,7271.1,7086.966666666667,7338.799999999999,7422.0,-0.06475947618668143,-0.0315358061366231,7041.8
2020-02-01,EST002,Estate Lampung 02,Sumatra,2,1,0.8660254037844386,0.5000000000000001,3800,8,9.974736842105264,248.5,18.0,260.4,232.2,243.96666666666667,226.05000000000004,23.0,1.0,7041.8,6650.5,7768.0,6722.9,7073.900000000001,7249.200000000001,7402.891666666666,-0.026640915674969512,0.019530262238022233,6854.2
2020-03-01,EST002,Estate Lampung 02,Sumatra,3,1,1.0,6.123233995736766e-17,3800,8,11.531315789473684,231.1,16.0,248.5,223.0,246.66666666666666,234.5,25.0,0.0,6854.2,7529.4,7424.5,7137.5,7141.8,7096.900000000001,7413.833333333333,0.18301187593008672,0.13605604203152377,8108.6
2020-04-01,EST002,Estate Lampung 02,Sumatra,4,2,0.8660254037844387,-0.4999999999999998,3800,8,9.423684210526316,203.1,13.0,231.1,260.4,227.5666666666667,233.04999999999998,25.0,1.0,8108.6,7041.8,7081.0,7812.8,7334.866666666666,7210.916666666667,7494.758333333334,-0.028031966060725666,0.008767663321728403,7881.3
2020-05-01,EST002,Estate Lampung 02,Sumatra,5,2,0.49999999999999994,-0.8660254037844387,3800,8,10.783947368421053,162.6,9.0,203.1,248.5,198.9333333333333,221.45000000000002,26.0,1.0,7881.3,6854.2,6650.5,7954.3,7614.700000000001,7344.3,7500.466666666666,-0.06462131881796152,-0.0732056874897854,7372.0
2020-06-01,EST002,Estate Lampung 02,Sumatra,6,2,1.2246467991473532e-16,-1.0,3800,8,11.307894736842105,176.5,13.0,162.6,231.1,180.73333333333332,213.70000000000002,25.0,2.0,7372.0,8108.6,7529.4,8132.6,7787.3,7464.55,7451.941666666666,-0.04879272924579492,-0.13775422374148494,7012.3
2020-07-01,EST002,Estate Lampung 02,Sumatra,7,3,-0.4999999999999997,-0.8660254037844388,3800,8,10.066052631578948,167.4,12.0,176.5,203.1,168.83333333333334,198.20000000000002,26.0,2.0,7012.3,7881.3,7041.8,7579.4,7421.866666666666,7378.366666666666,7358.583333333333,0.08563524093378772,0.0044066812676466505,7612.8
2020-08-01,EST002,Estate Lampung 02,Sumatra,8,3,-0.8660254037844384,-0.5000000000000004,3800,8,10.94,160.3,11.0,167.4,162.6,168.06666666666666,183.5,25.0,0.0,7612.8,7372.0,6854.2,7768.0,7332.366666666668,7473.533333333333,7361.366666666666,-0.054539722572509386,-0.0734294541709577,7197.6
2020-09-01,EST002,Estate Lampung 02,Sumatra,9,3,-1.0,-1.8369701987210297e-16,3800,8,9.173421052631578,194.0,16.0,160.3,176.5,173.9,177.3166666666667,22.0,1.0,7197.6,7012.3,8108.6,7424.5,7274.233333333334,7530.766666666666,7313.833333333333,0.0009586528842946418,-0.029631625025254182,7204.5
