date,estate_id,tbs_production_ton,cpo_production_ton,kernel_production_ton,tbs_outlier_flag,cpo_extraction_rate,kernel_extraction_rate,rainfall_mm,rainy_days,fertilizer_kg,working_days,disruption_days,estate_name,region,area_ha,planting_year,plant_age_years,tbs_yield_ton_per_ha,month,month_name,year,rainfall_category,fertilizer_kg_per_ha
2020-03-01,EST001,9736.5,1925.8,456.7,False,0.19779181430698917,0.04690597237200226,187.9,15.0,43244.0,25.0,0.0,Estate Lampung 01,Sumatra,4250,2010,10,2.290941176470588,3,Mar,2020,Optimal,10.175058823529412
2020-04-01,EST001,10093.7,2164.7,550.0,False,0.21446050506751732,0.05448943400338825,194.9,12.0,45355.0,22.0,0.0,Estate Lampung 01,Sumatra,4250,2010,10,2.3749882352941176,4,Apr,2020,Optimal,10.671764705882353
2020-05-01,EST001,8729.5,1778.6,400.4,False,0.20374591901025257,0.045867460908413996,172.7,10.0,38885.0,22.0,2.0,Estate Lampung 01,Sumatra,4250,2010,10,2.054,5,May,2020,Low,9.149411764705881
2020-06-01,EST001,10255.2,2112.5,607.4,False,0.2059930571807473,0.059228488961697474,194.9,14.0,36584.0,24.0,1.0,Estate Lampung 01,Sumatra,4250,2010,10,2.412988235294118,6,Jun,2020,Optimal,8.608
2020-07-01,EST001,8863.0,2038.5,528.8,False,0.23000112828613337,0.0596637707322577,153.3,9.0,34841.0,25.0,3.0,Estate Lampung 01,Sumatra,4250,2010,10,2.0854117647058823,7,Jul,2020,Low,8.197882352941177
2020-08-01,EST001,9673.1,1739.3,455.4,False,0.17980792093537748,0.04707901293277232,145.1,11.0,40150.0,22.0,3.0,Estate Lampung 01,Sumatra,4250,2010,10,2.276023529411765,8,Aug,2020,Low,9.447058823529412
2020-09-01,EST001,10483.2,2046.7,523.6,False,0.19523618742368742,0.04994658119658119,234.6,16.0,47624.0,25.0,2.0,Estate Lampung 01,Sumatra,4250,2010,10,2.4666352941176473,9,Sep,2020,Optimal,11.20564705882353
2020-10-01,EST001,8337.2,1682.0,459.8,False,0.2017463896751907,0.055150410209662715,214.4,12.0,53569.0,26.0,3.0,Estate Lampung 01,Sumatra,4250,2010,10,1.961694117647059,10,Oct,2020,Optimal,12.604470588235294
2020-11-01,EST001,9177.9,1983.1,509.1,False,0.2160733936957256,0.055470205602588835,243.7,19.0,47932.0,23.0,1.0,Estate Lampung 01,Sumatra,4250,2010,10,2.159505882352941,11,Nov,2020,Optimal,11.278117647058824
2020-12-01,EST001,9028.6,1601.7,415.0,False,0.1774029196110139,0.04596504441441641,224.0,18.0,43905.0,23.0,0.0,Estate Lampung 01,Sumatra,4250,2010,10,2.1243764705882353,12,Dec,2020,Optimal,10.330588235294117
2021-01-01,EST001,8488.8,1447.5,402.1,False,0.1705188012439921,0.0473682970502309,239.4,15.0,46424.0,23.0,1.0,Estate Lampung 01,Sumatra,4250,2010,11,1.9973647058823527,1,Jan,2021,Optimal,10.923294117647059
2021-02-01,EST001,9870.8,1887.2,428.3,False,0.19119017708797667,0.043390606637759864,244.8,16.0,45894.0,25.0,1.0,Estate Lampung 01,Sumatra,4250,2010,11,2.322541176470588,2,Feb,2021,Optimal,10.798588235294117
2021-03-01,EST001,9249.2,1623.2,481.4,False,0.17549625913592526,0.05204774466980928,202.2,14.0,36573.0,25.0,1.0,Estate Lampung 01,Sumatra,4250,2010,11,2.176282352941177,3,Mar,2021,Optimal,8.605411764705883
2021-04-01,EST001,10205.9,1976.1,544.3,False,0.19362329632859424,0.05333189625608716,192.6,15.0,47057.0,24.0,1.0,Estate Lampung 01,Sumatra,4250,2010,11,2.4013882352941174,4,Apr,2021,Optimal,11.072235294117647
2021-05-01,EST001,10662.4,2212.8,461.2,False,0.20753301320528214,0.043254801920768304,183.0,13.0,46183.0,23.0,0.0,Estate Lampung 01,Sumatra,4250,2010,11,2.5088,5,May,2021,Optimal,10.866588235294117
2021-06-01,EST001,9147.5,1707.3,436.6,False,0.18664115878655368,0.047728887674227935,179.7,15.0,43422.0,24.0,0.0,Estate Lampung 01,Sumatra,4250,2010,11,2.1523529411764706,6,Jun,2021,Low,10.216941176470588
2021-07-01,EST001,8785.1,1569.0,380.1,False,0.17859785318323068,0.043266439767333326,161.0,10.0,35946.0,23.0,0.0,Estate Lampung 01,Sumatra,4250,2010,11,2.0670823529411764,7,Jul,2021,Low,8.457882352941176
2021-08-01,EST001,10264.4,2063.6,467.1,False,0.2010443864229765,0.045506800202642146,226.7,14.0,40022.0,24.0,1.0,Estate Lampung 01,Sumatra,4250,2010,11,2.4151529411764705,8,Aug,2021,Optimal,9.416941176470589
2021-09-01,EST001,10339.8,2201.7,545.5,False,0.21293448616027388,0.05275730671773149,197.7,11.0,41344.0,24.0,1.0,Estate Lampung 01,Sumatra,4250,2010,11,2.432894117647059,9,Sep,2021,Optimal,9.728
2021-10-01,EST001,8735.4,1525.0,404.7,False,0.17457700849417315,0.046328731368912704,193.6,12.0,46447.0,26.0,3.0,Estate Lampung 01,Sumatra,4250,2010,11,2.0553882352941177,10,Oct,2021,Optimal,10.928705882352942
2021-11-01,EST001,8831.0,1874.9,428.3,False,0.2123089117880195,0.04849960366889367,262.6,17.0,45220.0,24.0,0.0,Estate Lampung 01,Sumatra,4250,2010,11,2.0778823529411765,11,Nov,2021,Optimal,10.64
2021-12-01,EST001,9112.9,1934.3,381.5,False,0.2122595441626705,0.041863731633179344,229.1,18.0,42561.0,25.0,1.0,Estate Lampung 01,Sumatra,4250,2010,11,2.1442117647058825,12,Dec,2021,Optimal,10.01435294117647
2022-01-01,EST001,8974.3,1923.3,457.1,False,0.21431197976443847,0.05093433471134239,258.2,16.0,45934.0,24.0,0.0,Estate Lampung 01,Sumatra,4250,2010,12,2.1115999999999997,1,Jan,2022,Optimal,10.808
2022-02-01,EST001,9079.7,1981.9,452.0,False,0.21827813694285053,0.049781380442085084,193.0,13.0,34215.0,23.0,0.0,Estate Lampung 01,Sumatra,4250,2010,12,2.1364,2,Feb,2022,Optimal,8.050588235294118
2022-03-01,EST001,9624.1,2213.5,446.1,False,0.2299955320497501,0.0463523861971509,197.8,13.0,38102.0,24.0,1.0,Estate Lampung 01,Sumatra,4250,2010,12,2.2644941176470588,3,Mar,2022,Optimal,8.965176470588235
2022-04-01,EST001,9191.4,1789.2,450.9,False,0.19466022586330703,0.04905672694040081,195.63333333333333,16.0,33586.0,22.0,1.0,Estate Lampung 01,Sumatra,4250,2010,12,2.1626823529411765,4,Apr,2022,Optimal,7.902588235294117
2022-05-01,EST001,11319.1,2282.4,576.2,False,0.20164147326200846,0.05090510729651651,193.46666666666667,18.0,46384.0,23.0,1.0,Estate Lampung 01,Sumatra,4250,2010,12,2.6633176470588236,5,May,2022,Optimal,10.913882352941176
2022-06-01,EST001,11203.2,2170.7,514.5,False,0.19375714081690942,0.04592437874892887,191.3,12.0,46012.0,22.0,0.0,Estate Lampung 01,Sumatra,4250,2010,12,2.6360470588235296,6,Jun,2022,Optimal,10.82635294117647
2022-07-01,EST001,9984.0,1997.1,425.5,False,0.20003004807692307,0.042618189102564104,173.1,11.0,36974.0,23.0,1.0,Estate Lampung 01,Sumatra,4250,2010,12,2.3491764705882354,7,Jul,2022,Low,8.699764705882354
2022-08-01,EST001,8728.4,1946.4,515.2,False,0.22299619632464143,0.05902570917923102,172.9,13.0,46153.0,25.0,2.0,Estate Lampung 01,Sumatra,4250,2010,12,2.053741176470588,8,Aug,2022,Low,10.859529411764706
2022-09-01,EST001,8174.2,1469.9,382.8,False,0.17982187859362386,0.04683027085219349,161.0,12.0,39372.0,25.0,1.0,Estate Lampung 01,Sumatra,4250,2010,12,1.923341176470588,9,Sep,2022,Low,9.264
2022-10-01,EST001,9770.4,1827.9,483.8,False,0.18708548268238764,0.04951690821256039,202.0,16.0,49655.0,25.0,1.0,Estate Lampung 01,Sumatra,4250,2010,12,2.2989176470588233,10,Oct,2022,Optimal,11.683529411764706
2022-11-01,EST001,9039.0,1994.5,497.6,False,0.22065493970571967,0.055050337426706494,230.5,16.0,45128.0,22.0,1.0,Estate Lampung 01,Sumatra,4250,2010,12,2.1268235294117646,11,Nov,2022,Optimal,10.61835294117647
2022-12-01,EST001,7383.2,1589.6,443.0,False,0.21529959908982554,0.06000108354101203,286.0,19.0,48105.0,26.0,4.0,Estate Lampung 01,Sumatra,4250,2010,12,1.7372235294117646,12,Dec,2022,High,11.318823529411764
2023-01-01,EST001,7937.2,1544.2,347.5,False,0.19455223504510408,0.04378118228090511,261.6,18.0,33368.0,23.0,1.0,Estate Lampung 01,Sumatra,4250,2010,13,1.8675764705882352,1,Jan,2023,Optimal,7.8512941176470585
2023-02-01,EST001,9883.5,2103.4,516.4,False,0.21281934537360248,0.05224869732382253,197.9,15.0,49684.0,25.0,0.0,Estate Lampung 01,Sumatra,4250,2010,13,2.325529411764706,2,Feb,2023,Optimal,11.69035294117647
2023-03-01,EST001,10373.2,2127.7,482.0,False,0.20511510430725327,0.04646589287780048,239.1,17.0,50232.0,23.0,0.0,Estate Lampung 01,Sumatra,4250,2010,13,2.440752941176471,3,Mar,2023,Optimal,11.81929411764706
2023-04-01,EST001,10081.6,2243.2,476.9,False,0.22250436438660529,0.04730399936518013,199.4,14.0,41807.0,22.0,1.0,Estate Lampung 01,Sumatra,4250,2010,13,2.3721411764705884,4,Apr,2023,Optimal,9.836941176470589
2023-05-01,EST001,10261.8,2063.8,476.1,False,0.20111481416515625,0.04639536923346782,181.1,14.0,44974.0,26.0,1.0,Estate Lampung 01,Sumatra,4250,2010,13,2.414541176470588,5,May,2023,Optimal,10.582117647058823
2023-06-01,EST001,10223.3,2201.9,453.6,False,0.21538055226785874,0.044369234982833336,202.3,15.0,40395.0,22.0,1.0,Estate Lampung 01,Sumatra,4250,2010,13,2.4054823529411764,6,Jun,2023,Optimal,9.50470588235294
2023-07-01,EST001,10913.2,2510.0,543.4,False,0.22999670124253196,0.04979291133672983,201.8,16.0,50818.0,23.0,1.0,Estate Lampung 01,Sumatra,4250,2010,13,2.5678117647058825,7,Jul,2023,Optimal,11.957176470588236
2023-08-01,EST001,8419.3,1759.4,358.9,False,0.20897224234793868,0.04262824700390769,203.7,15.0,33852.0,26.0,3.0,Estate Lampung 01,Sumatra,4250,2010,13,1.9810117647058822,8,Aug,2023,Optimal,7.9651764705882355
2023-09-01,EST001,9760.5,1959.3,534.2,False,0.20073766712770863,0.05473080272527023,177.0,12.0,47844.0,26.0,1.0,Estate Lampung 01,Sumatra,4250,2010,13,2.296588235294118,9,Sep,2023,Low,11.257411764705882
2023-10-01,EST001,9371.7,1975.9,471.2,False,0.21083688124886626,0.05027903155243979,212.3,14.0,46513.0,22.0,1.0,Estate Lampung 01,Sumatra,4250,2010,13,2.2051058823529415,10,Oct,2023,Optimal,10.944235294117647
2023-11-01,EST001,8205.9,1596.2,427.6,False,0.19451857809624784,0.0521088485114369,250.3,18.0,33641.0,25.0,0.0,Estate Lampung 01,Sumatra,4250,2010,13,1.9307999999999998,11,Nov,2023,Optimal,7.915529411764706
2023-12-01,EST001,7950.4,1828.6,379.0,False,0.2300010062386798,0.04767055745622862,284.0,18.0,36364.0,23.0,0.0,Estate Lampung 01,Sumatra,4250,2010,13,1.8706823529411765,12,Dec,2023,High,8.556235294117647
2024-01-01,EST001,9679.8,1962.1,466.2,False,0.2027004690179549,0.0481621521105808,241.0,17.0,35952.0,24.0,3.0,Estate Lampung 01,Sumatra,4250,2010,14,2.2775999999999996,1,Jan,2024,Optimal,8.459294117647058
2024-02-01,EST001,8817.3,1727.4,453.5,False,0.19591031268075262,0.051432978349381334,237.4,15.0,42539.0,24.0,0.0,Estate Lampung 01,Sumatra,4250,2010,14,2.0746588235294117,2,Feb,2024,Optimal,10.009176470588235
2024-03-01,EST001,9108.2,1707.5,402.4,False,0.18746843503656044,0.044179969697635095,203.3,14.0,40200.0,22.0,2.0,Estate Lampung 01,Sumatra,4250,2010,14,2.143105882352941,3,Mar,2024,Optimal,9.458823529411765
2024-04-01,EST001,8795.3,1903.8,424.0,False,0.2164565165486112,0.04820756540425,179.1,14.0,44924.0,23.0,1.0,Estate Lampung 01,Sumatra,4250,2010,14,2.069482352941176,4,Apr,2024,Low,10.57035294117647
2024-05-01,EST001,10151.0,2162.2,463.9,False,0.21300364496108756,0.04569993104127672,218.3,15.0,39816.0,23.0,2.0,Estate Lampung 01,Sumatra,4250,2010,14,2.388470588235294,5,May,2024,Optimal,9.368470588235294
2024-06-01,EST001,10991.6,2116.3,500.6,False,0.19253793806179265,0.045543869864259984,220.9,15.0,36505.0,22.0,1.0,Estate Lampung 01,Sumatra,4250,2010,14,2.5862588235294117,6,Jun,2024,Optimal,8.589411764705883
2024-07-01,EST001,10975.6,2290.0,439.0,False,0.2086446299063377,0.039997813331389624,174.2,10.0,49076.0,23.0,0.0,Estate Lampung 01,Sumatra,4250,2010,14,2.582494117647059,7,Jul,2024,Low,11.54729411764706
2024-08-01,EST001,11030.5,1956.5,625.4,False,0.1773718326458456,0.056697339195866,205.5,15.0,36855.0,25.0,0.0,Estate Lampung 01,Sumatra,4250,2010,14,2.5954117647058825,8,Aug,2024,Optimal,8.671764705882353
2024-09-01,EST001,8693.5,1762.8,404.8,False,0.2027721861160637,0.0465635244723069,207.0,15.0,48783.0,22.0,5.0,Estate Lampung 01,Sumatra,4250,2010,14,2.045529411764706,9,Sep,2024,Optimal,11.478352941176471
2024-10-01,EST001,9614.9,1988.3,536.7,False,0.20679362239856888,0.055819613308510756,203.9,17.0,48383.0,25.0,1.0,Estate Lampung 01,Sumatra,4250,2010,14,2.2623294117647057,10,Oct,2024,Optimal,11.384235294117648
2024-11-01,EST001,9129.2,2059.6,505.2,False,0.22560574858695173,0.05533891250054769,251.0,16.0,41881.0,23.0,1.0,Estate Lampung 01,Sumatra,4250,2010,14,2.1480470588235296,11,Nov,2024,Optimal,9.85435294117647
2024-12-01,EST001,9199.8,1733.6,400.8,False,0.18843887910606752,0.04356616448183657,298.1,20.0,45218.0,22.0,0.0,Estate Lampung 01,Sumatra,4250,2010,14,2.1646588235294115,12,Dec,2024,High,10.639529411764705
2025-01-01,EST001,8385.6,1516.3,373.6,False,0.18082188513642433,0.04455256630414043,252.1,17.0,50576.0,23.0,2.0,Estate Lampung 01,Sumatra,4250,2010,15,1.9730823529411765,1,Jan,2025,Optimal,11.900235294117648
2025-02-01,EST001,9219.1,1720.0,553.1,False,0.18656918788168042,0.05999501035892875,281.1,21.0,37035.0,22.0,0.0,Estate Lampung 01,Sumatra,4250,2010,15,2.1692,2,Feb,2025,High,8.714117647058824
2025-03-01,EST001,8661.8,1558.7,508.9,False,0.17995104943545223,0.05875222240181025,165.5,11.0,37329.0,23.0,0.0,Estate Lampung 01,Sumatra,4250,2010,15,2.038070588235294,3,Mar,2025,Low,8.783294117647058
2025-04-01,EST001,10508.3,2312.3,523.8,False,0.2200451072009745,0.04984631196292454,229.5,16.0,37436.0,25.0,0.0,Estate Lampung 01,Sumatra,4250,2010,15,2.472541176470588,4,Apr,2025,Optimal,8.808470588235295
2025-05-01,EST001,10733.9,2396.1,550.5,False,0.2232273451401634,0.051286112223888805,200.2,14.0,48849.0,25.0,0.0,Estate Lampung 01,Sumatra,4250,2010,15,2.5256235294117646,5,May,2025,Optimal,11.493882352941176
2025-06-01,EST001,7719.9,1581.1,361.6,False,0.20480835243979845,0.04683998497389863,179.5,12.0,32826.0,23.0,2.0,Estate Lampung 01,Sumatra,4250,2010,15,1.8164470588235293,6,Jun,2025,Low,7.723764705882353
2025-07-01,EST001,9791.0,2137.6,510.7,False,0.21832294964763557,0.052160147073843324,178.3,11.0,43856.0,22.0,1.0,Estate Lampung 01,Sumatra,4250,2010,15,2.303764705882353,7,Jul,2025,Low,10.319058823529412
2025-08-01,EST001,10124.1,2045.2,469.9,False,0.2020130184411454,0.04641400223229719,130.7,9.0,50479.0,24.0,0.0,Estate Lampung 01,Sumatra,4250,2010,15,2.382141176470588,8,Aug,2025,Low,11.877411764705883
2025-09-01,EST001,10449.1,2074.9,418.0,False,0.19857212582901876,0.040003445272798616,192.5,14.0,49094.0,25.0,2.0,Estate Lampung 01,Sumatra,4250,2010,15,2.4586117647058825,9,Sep,2025,Optimal,11.551529411764706
2025-10-01,EST001,9599.1,1871.9,416.5,False,0.19500786532070716,0.043389484430832057,228.9,14.0,42073.0,25.0,0.0,Estate Lampung 01,Sumatra,4250,2010,15,2.2586117647058823,10,Oct,2025,Optimal,9.899529411764705
2025-11-01,EST001,8497.5,1659.9,425.8,False,0.19533980582524274,0.05010885554574875,278.9,19.0,34851.0,24.0,2.0,Estate Lampung 01,Sumatra,4250,2010,15,1.9994117647058824,11,Nov,2025,Optimal,8.200235294117647
2025-12-01,EST001,8566.4,1514.4,379.9,False,0.17678371311169222,0.04434768397459843,246.6,15.0,50121.0,23.0,0.0,Estate Lampung 01,Sumatra,4250,2010,15,2.015623529411765,12,Dec,2025,Optimal,11.793176470588236
2019-01-01,EST002,7271.1,1483.0,361.1,False,0.20395813563284784,0.04966236195348709,232.8,17.0,38642.0,22.0,1.0,Estate Lampung 02,Sumatra,3800,2012,7,1.9134473684210527,1,Jan,2019,Optimal,10.168947368421053
2019-02-01,EST002,6722.9,1340.5,300.0,False,0.1993931190408901,0.044623599934552054,229.5,13.0,29565.0,23.0,0.0,Estate Lampung 02,Sumatra,3800,2012,7,1.7691842105263158,2,Feb,2019,Optimal,7.780263157894737
2019-03-01,EST002,7137.5,1507.3,329.0,False,0.2111803852889667,0.046094570928196146,253.9,16.0,34611.0,26.0,1.0,Estate Lampung 02,Sumatra,3800,2012,7,1.8782894736842106,3,Mar,2019,Optimal,9.108157894736841
2019-04-01,EST002,7812.8,1573.5,424.0,False,0.20140026622977678,0.05426991603522425,217.2,15.0,47281.0,25.0,1.0,Estate Lampung 02,Sumatra,3800,2012,7,2.056,4,Apr,2019,Optimal,12.442368421052631
2019-05-01,EST002,7954.3,1571.4,407.6,False,0.19755352450875627,0.051242724061199604,184.8,15.0,37950.0,26.0,0.0,Estate Lampung 02,Sumatra,3800,2012,7,2.0932368421052634,5,May,2019,Optimal,9.986842105263158
2019-06-01,EST002,8132.6,1520.2,406.2,False,0.18692669011140348,0.0499471263802474,199.8,13.0,44488.0,25.0,0.0,Estate Lampung 02,Sumatra,3800,2012,7,2.1401578947368423,6,Jun,2019,Optimal,11.707368421052632
2019-07-01,EST002,7579.4,1524.1,412.3,False,0.20108451856347467,0.05439744570810355,202.2,11.0,42660.0,25.0,0.0,Estate Lampung 02,Sumatra,3800,2012,7,1.994578947368421,7,Jul,2019,Optimal,11.226315789473684
2019-08-01,EST002,7768.0,1639.6,407.1,False,0.21107106076210091,0.05240731204943358,204.6,16.0,39606.0,26.0,1.0,Estate Lampung 02,Sumatra,3800,2012,7,2.0442105263157893,8,Aug,2019,Optimal,10.42263157894737
2019-09-01,EST002,7424.5,1382.5,432.7,True,0.18620782544279077,0.058280018856488654,180.4,10.0,38828.0,26.0,1.0,Estate Lampung 02,Sumatra,3800,2012,7,1.9538157894736843,9,Sep,2019,Optimal,10.217894736842105
2019-10-01,EST002,7081.0,1425.5,337.8,False,0.20131337381725745,0.04770512639457704,211.8,11.0,36510.0,23.0,1.0,Estate Lampung 02,Sumatra,3800,2012,7,1.8634210526315789,10,Oct,2019,Optimal,9.607894736842105
2019-11-01,EST002,6650.5,1353.3,318.2,False,0.20348845951432223,0.04784602661454026,232.2,16.0,33837.0,26.0,0.0,Estate Lampung 02,Sumatra,3800,2012,7,1.7501315789473684,11,Nov,2019,Optimal,8.904473684210526
2019-12-01,EST002,7529.4,1424.8,327.5,False,0.18923154567429012,0.04349616171275268,223.0,14.0,35728.0,23.0,1.0,Estate Lampung 02,Sumatra,3800,2012,7,1.9814210526315787,12,Dec,2019,Optimal,9.402105263157894
2020-01-01,EST002,7041.8,1346.3,337.0,False,0.19118691243716093,0.04785708199608055,260.4,16.0,40232.0,23.0,3.0,Estate Lampung 02,Sumatra,3800,2012,8,1.8531052631578948,1,Jan,2020,Optimal,10.587368421052632
2020-02-01,EST002,6854.2,1394.5,375.8,False,0.20345189810627062,0.05482769688658049,248.5,18.0,37904.0,23.0,1.0,Estate Lampung 02,Sumatra,3800,2012,8,1.803736842105263,2,Feb,2020,Optimal,9.974736842105264
2020-03-01,EST002,8108.6,1483.9,458.1,False,0.183003231137311,0.05649557260192881,231.1,16.0,43819.0,25.0,0.0,Estate Lampung 02,Sumatra,3800,2012,8,2.133842105263158,3,Mar,2020,Optimal,11.531315789473684
2020-04-01,EST002,7881.3,1617.6,431.9,False,0.2052453275474858,0.05480060396127542,203.1,13.0,35810.0,25.0,1.0,Estate Lampung 02,Sumatra,3800,2012,8,2.0740263157894736,4,Apr,2020,Optimal,9.423684210526316
2020-05-01,EST002,7372.0,1375.4,302.5,False,0.18657080846446014,0.04103364080303852,162.6,9.0,40979.0,26.0,1.0,Estate Lampung 02,Sumatra,3800,2012,8,1.94,5,May,2020,Low,10.783947368421053
2020-06-01,EST002,7012.3,1514.3,388.6,False,0.21594911797840935,0.055416910286211374,176.5,13.0,42970.0,25.0,2.0,Estate Lampung 02,Sumatra,3800,2012,8,1.845342105263158,6,Jun,2020,Low,11.307894736842105
2020-07-01,EST002,7612.8,1750.9,310.7,False,0.2299942202606137,0.04081284153005464,167.4,12.0,38251.0,26.0,2.0,Estate Lampung 02,Sumatra,3800,2012,8,2.0033684210526315,7,Jul,2020,Low,10.066052631578948
2020-08-01,EST002,7197.6,1346.6,392.2,False,0.1870901411581638,0.054490385684116925,160.3,11.0,41572.0,25.0,0.0,Estate Lampung 02,Sumatra,3800,2012,8,1.8941052631578947,8,Aug,2020,Low,10.94
2020-09-01,EST002,7204.5,1498.6,347.0,False,0.20800888333680337,0.048164341730862655,194.0,16.0,34859.0,22.0,1.0,Estate Lampung 02,Sumatra,3800,2012,8,1.8959210526315788,9,Sep,2020,Optimal,9.173421052631578
2020-10-01,EST002,7423.4,1403.8,397.2,False,0.1891047229032519,0.053506479510736324,230.1,14.0,39089.0,22.0,2.0,Estate Lampung 02,Sumatra,3800,2012,8,1.9535263157894736,10,Oct,2020,Optimal,10.28657894736842
2020-11-01,EST002,6833.3,1473.4,296.1,False,0.21562056400275123,0.04333191869228631,289.2,17.0,32106.0,26.0,2.0,Estate Lampung 02,Sumatra,3800,2012,8,1.7982368421052632,11,Nov,2020,High,8.448947368421052
2020-12-01,EST002,7722.7,1398.0,431.4,False,0.18102477112926826,0.05586129203516905,264.0,17.0,37590.0,25.0,1.0,Estate Lampung 02,Sumatra,3800,2012,8,2.0322894736842105,12,Dec,2020,Optimal,9.892105263157895
2021-01-01,EST002,6060.9,1255.9,258.6,False,0.20721345014766787,0.042666930653863296,259.4,17.0,38724.0,25.0,4.0,Estate Lampung 02,Sumatra,3800,2012,9,1.5949736842105262,1,Jan,2021,Optimal,10.190526315789473
2021-02-01,EST002,7192.0,1344.2,335.6,False,0.18690211345939933,0.04666295884315907,240.1,16.0,37819.0,23.0,2.0,Estate Lampung 02,Sumatra,3800,2012,9,1.8926315789473684,2,Feb,2021,Optimal,9.95236842105263
2021-03-01,EST002,7052.1,1388.5,317.4,False,0.19689170601664752,0.045007869996171346,183.0,12.0,46797.0,24.0,4.0,Estate Lampung 02,Sumatra,3800,2012,9,1.8558157894736842,3,Mar,2021,Optimal,12.315
2021-04-01,EST002,7816.9,1442.5,322.3,False,0.18453606928577826,0.041231178600212366,208.3,14.0,41284.0,26.0,2.0,Estate Lampung 02,Sumatra,3800,2012,9,2.057078947368421,4,Apr,2021,Optimal,10.864210526315789
2021-05-01,EST002,7356.9,1562.1,371.3,False,0.2123312808383966,0.05046962715274097,199.5,11.0,40111.0,24.0,1.0,Estate Lampung 02,Sumatra,3800,2012,9,1.9360263157894735,5,May,2021,Optimal,10.555526315789473
2021-06-01,EST002,7517.1,1409.0,443.7,False,0.18743930505115003,0.05902542203775392,248.6,19.0,38168.0,24.0,2.0,Estate Lampung 02,Sumatra,3800,2012,9,1.9781842105263159,6,Jun,2021,Optimal,10.044210526315789
