date,estate_id,tbs_production_ton,cpo_production_ton,kernel_production_ton,tbs_outlier_flag,cpo_extraction_rate,kernel_extraction_rate
2020-12-01,EST001,9028.6,1601.7,415.0,False,0.1774029196110139,0.04596504441441641
2021-01-01,EST001,8488.8,1447.5,402.1,False,0.1705188012439921,0.0473682970502309
2021-02-01,EST001,9870.8,1887.2,428.3,False,0.19119017708797667,0.043390606637759864
2021-03-01,EST001,9249.2,1623.2,481.4,False,0.17549625913592526,0.05204774466980928
2021-04-01,EST001,10205.9,1976.1,544.3,False,0.19362329632859424,0.05333189625608716
2021-05-01,EST001,10662.4,2212.8,461.2,False,0.20753301320528214,0.043254801920768304
2021-06-01,EST001,9147.5,1707.3,436.6,False,0.18664115878655368,0.047728887674227935
2021-07-01,EST001,8785.1,1569.0,380.1,False,0.17859785318323068,0.043266439767333326
2021-08-01,EST001,10264.4,2063.6,467.1,False,0.2010443864229765,0.045506800202642146
2021-09-01,EST001,10339.8,2201.7,545.5,False,0.21293448616027388,0.05275730671773149
2021-10-01,EST001,8735.4,1525.0,404.7,False,0.17457700849417315,0.046328731368912704
2021-11-01,EST001,8831.0,1874.9,428.3,False,0.2123089117880195,0.04849960366889367
2021-12-01,EST001,9112.9,1934.3,381.5,False,0.2122595441626705,0.041863731633179344
2022-01-01,EST001,8974.3,1923.3,457.1,False,0.21431197976443847,0.05093433471134239
2022-02-01,EST001,9079.7,1981.9,452.0,False,0.21827813694285053,0.049781380442085084
2022-03-01,EST001,9624.1,2213.5,446.1,False,0.2299955320497501,0.0463523861971509
2022-04-01,EST001,9191.4,1789.2,450.9,False,0.19466022586330703,0.04905672694040081
2022-05-01,EST001,11319.1,2282.4,576.2,False,0.20164147326200846,0.05090510729651651
2022-06-01,EST001,11203.2,2170.7,514.5,False,0.19375714081690942,0.04592437874892887
2022-07-01,EST001,9984.0,1997.1,425.5,False,0.20003004807692307,0.042618189102564104
2022-08-01,EST001,8728.4,1946.4,515.2,False,0.22299619632464143,0.05902570917923102
2022-09-01,EST001,8174.2,1469.9,382.8,False,0.17982187859362386,0.04683027085219349
2022-10-01,EST001,9770.4,1827.9,483.8,False,0.18708548268238764,0.04951690821256039
2022-11-01,EST001,9039.0,1994.5,497.6,False,0.22065493970571967,0.055050337426706494
2022-12-01,EST001,7383.2,1589.6,443.0,False,0.21529959908982554,0.06000108354101203
2023-01-01,EST001,7937.2,1544.2,347.5,False,0.19455223504510408,0.04378118228090511
2023-02-01,EST001,9883.5,2103.4,516.4,False,0.21281934537360248,0.05224869732382253
2023-03-01,EST001,10373.2,2127.7,482.0,False,0.20511510430725327,0.04646589287780048
2023-04-01,EST001,10081.6,2243.2,476.9,False,0.22250436438660529,0.04730399936518013
2023-05-01,EST001,10261.8,2063.8,476.1,False,0.20111481416515625,0.04639536923346782
2023-06-01,EST001,10223.3,2201.9,453.6,False,0.21538055226785874,0.044369234982833336
2023-07-01,EST001,10913.2,2510.0,543.4,False,0.22999670124253196,0.04979291133672983
2023-08-01,EST001,8419.3,1759.4,358.9,False,0.20897224234793868,0.04262824700390769
2023-09-01,EST001,9760.5,1959.3,534.2,False,0.20073766712770863,0.05473080272527023
2023-10-01,EST001,9371.7,1975.9,471.2,False,0.21083688124886626,0.05027903155243979
2023-11-01,EST001,8205.9,1596.2,427.6,False,0.19451857809624784,0.0521088485114369
2023-12-01,EST001,7950.4,1828.6,379.0,False,0.2300010062386798,0.04767055745622862
2024-01-01,EST001,9679.8,1962.1,466.2,False,0.2027004690179549,0.0481621521105808
2024-02-01,EST001,8817.3,1727.4,453.5,False,0.19591031268075262,0.051432978349381334
2024-03-01,EST001,9108.2,1707.5,402.4,False,0.18746843503656044,0.044179969697635095
2024-04-01,EST001,8795.3,1903.8,424.0,False,0.2164565165486112,0.04820756540425
2024-05-01,EST001,10151.0,2162.2,463.9,False,0.21300364496108756,0.04569993104127672
2024-06-01,EST001,10991.6,2116.3,500.6,False,0.19253793806179265,0.045543869864259984
2024-07-01,EST001,10975.6,2290.0,439.0,False,0.2086446299063377,0.039997813331389624
2024-08-01,EST001,11030.5,1956.5,625.4,False,0.1773718326458456,0.056697339195866
2024-09-01,EST001,8693.5,1762.8,404.8,False,0.2027721861160637,0.0465635244723069
2024-10-01,EST001,9614.9,1988.3,536.7,False,0.20679362239856888,0.055819613308510756
2024-11-01,EST001,9129.2,2059.6,505.2,False,0.22560574858695173,0.05533891250054769
2024-12-01,EST001,9199.8,1733.6,400.8,False,0.18843887910606752,0.04356616448183657
2025-01-01,EST001,8385.6,1516.3,373.6,False,0.18082188513642433,0.04455256630414043
2025-02-01,EST001,9219.1,1720.0,553.1,False,0.18656918788168042,0.05999501035892875
2025-03-01,EST001,8661.8,1558.7,508.9,False,0.17995104943545223,0.05875222240181025
2025-04-01,EST001,10508.3,2312.3,523.8,False,0.2200451072009745,0.04984631196292454
2025-05-01,EST001,10733.9,2396.1,550.5,False,0.2232273451401634,0.051286112223888805
2025-06-01,EST001,7719.9,1581.1,361.6,False,0.20480835243979845,0.04683998497389863
2025-07-01,EST001,9791.0,2137.6,510.7,False,0.21832294964763557,0.052160147073843324
2025-08-01,EST001,10124.1,2045.2,469.9,False,0.2020130184411454,0.04641400223229719
2025-09-01,EST001,10449.1,2074.9,418.0,False,0.19857212582901876,0.040003445272798616
2025-10-01,EST001,9599.1,1871.9,416.5,False,0.19500786532070716,0.043389484430832057
2025-11-01,EST001,8497.5,1659.9,425.8,False,0.19533980582524274,0.05010885554574875
2025-12-01,EST001,8566.4,1514.4,379.9,False,0.17678371311169222,0.04434768397459843
2019-01-01,EST002,7271.1,1483.0,361.1,False,0.20395813563284784,0.04966236195348709
2019-02-01,EST002,6722.9,1340.5,300.0,False,0.1993931190408901,0.044623599934552054
2019-03-01,EST002,7137.5,1507.3,329.0,False,0.2111803852889667,0.046094570928196146
2019-04-01,EST002,7812.8,1573.5,424.0,False,0.20140026622977678,0.05426991603522425
2019-05-01,EST002,7954.3,1571.4,407.6,False,0.19755352450875627,0.051242724061199604
2019-06-01,EST002,8132.6,1520.2,406.2,False,0.18692669011140348,0.0499471263802474
2019-07-01,EST002,7579.4,1524.1,412.3,False,0.20108451856347467,0.05439744570810355
2019-08-01,EST002,7768.0,1639.6,407.1,False,0.21107106076210091,0.05240731204943358
2019-09-01,EST002,7424.5,1382.5,432.7,True,0.18620782544279077,0.058280018856488654
2019-10-01,EST002,7081.0,1425.5,337.8,False,0.20131337381725745,0.04770512639457704
2019-11-01,EST002,6650.5,1353.3,318.2,False,0.20348845951432223,0.04784602661454026
2019-12-01,EST002,7529.4,1424.8,327.5,False,0.18923154567429012,0.04349616171275268
2020-01-01,EST002,7041.8,1346.3,337.0,False,0.19118691243716093,0.04785708199608055
2020-02-01,EST002,6854.2,1394.5,375.8,False,0.20345189810627062,0.05482769688658049
2020-03-01,EST002,8108.6,1483.9,458.1,False,0.183003231137311,0.05649557260192881
2020-04-01,EST002,7881.3,1617.6,431.9,False,0.2052453275474858,0.05480060396127542
2020-05-01,EST002,7372.0,1375.4,302.5,False,0.18657080846446014,0.04103364080303852
2020-06-01,EST002,7012.3,1514.3,388.6,False,0.21594911797840935,0.055416910286211374
2020-07-01,EST002,7612.8,1750.9,310.7,False,0.2299942202606137,0.04081284153005464
2020-08-01,EST002,7197.6,1346.6,392.2,False,0.1870901411581638,0.054490385684116925
2020-09-01,EST002,7204.5,1498.6,347.0,False,0.20800888333680337,0.048164341730862655
2020-10-01,EST002,7423.4,1403.8,397.2,False,0.1891047229032519,0.053506479510736324
2020-11-01,EST002,6833.3,1473.4,296.1,False,0.21562056400275123,0.04333191869228631
2020-12-01,EST002,7722.7,1398.0,431.4,False,0.18102477112926826,0.05586129203516905
2021-01-01,EST002,6060.9,1255.9,258.6,False,0.20721345014766787,0.042666930653863296
2021-02-01,EST002,7192.0,1344.2,335.6,False,0.18690211345939933,0.04666295884315907
2021-03-01,EST002,7052.1,1388.5,317.4,False,0.19689170601664752,0.045007869996171346
2021-04-01,EST002,7816.9,1442.5,322.3,False,0.18453606928577826,0.041231178600212366
2021-05-01,EST002,7356.9,1562.1,371.3,False,0.2123312808383966,0.05046962715274097
2021-06-01,EST002,7517.1,1409.0,443.7,False,0.18743930505115003,0.05902542203775392
2021-07-01,EST002,7121.2,1483.2,427.3,False,0.20827950345447396,0.060003931921586255
2021-08-01,EST002,8055.4,1569.5,406.7,False,0.1948382451523202,0.05048787148993222
2021-09-01,EST002,7664.3,1519.7,426.0,False,0.1982829482144488,0.05558237542893676
2021-10-01,EST002,7400.1,1496.4,378.6,False,0.20221348360157296,0.051161470790935255
2021-11-01,EST002,7040.3,1327.6,369.6,False,0.18857150973680098,0.05249776287942275
2021-12-01,EST002,6176.1,1254.7,298.2,False,0.20315409400754522,0.04828289697381843
2022-01-01,EST002,8808.7,1963.9,449.0,False,0.2229500380305834,0.05097233416962775
2022-02-01,EST002,8493.7,1599.6,447.5,False,0.1883278194426457,0.05268610852749685
2022-03-01,EST002,8765.0,1907.1,412.9,False,0.2175812892184826,0.04710781517398745
2022-04-01,EST002,8645.9,1923.5,428.9,False,0.22247539296082539,0.04960732832903457
2022-05-01,EST002,9214.3,1730.1,458.0,False,0.18776249959302388,0.04970534929403211
2022-06-01,EST002,10044.7,1789.7,543.7,False,0.1781735641681683,0.05412804762710683
2022-07-01,EST002,8845.3,1809.1,395.1,False,0.20452669779430885,0.04466778967361198
2022-08-01,EST002,8168.6,1566.6,406.3,False,0.19178316969860196,0.04973924540312905
2022-09-01,EST002,8119.4,1851.5,483.6,False,0.2280340911890041,0.05956105130921004
2022-10-01,EST002,8184.2,1641.1,456.8,False,0.20052051513892621,0.055814862784389435
2022-11-01,EST002,7901.6,1485.2,448.4,False,0.18796193176065606,0.056748000404981264
2022-12-01,EST002,7910.1,1445.9,396.5,False,0.1827916208391803,0.05012578854881733
2023-01-01,EST002,8181.5,1770.1,422.2,False,0.21635396932102913,0.051604229053352074
2023-02-01,EST002,8414.9,1610.9,462.9,False,0.1914342416428003,0.05500956636442501
2023-03-01,EST002,9054.2,1816.8,523.3,False,0.2006582580459897,0.057796381789666666
2023-04-01,EST002,8898.3,1907.2,358.1,False,0.21433307485699518,0.040243642043985936
2023-05-01,EST002,8353.9,1610.1,362.7,False,0.19273632674559188,0.04341684722105843
2023-06-01,EST002,8073.8,1609.2,456.6,False,0.19931135277069037,0.05655329584582229
2023-07-01,EST002,10551.6,2107.7,513.0,False,0.19975169642518667,0.04861821903787103
2023-08-01,EST002,8872.7,1865.5,413.8,False,0.21025167085554564,0.04663743843474928
2023-09-01,EST002,9119.0,1904.6,398.8,False,0.20886062068209232,0.04373286544577257
2023-10-01,EST002,9042.1,1778.6,427.0,False,0.19670209354021742,0.047223543203459374
2023-11-01,EST002,7972.0,1602.0,342.7,False,0.2009533366783743,0.04298795785248369
2023-12-01,EST002,7050.3,1370.7,423.0,False,0.19441725884004937,0.05999744691715246
2024-01-01,EST002,8040.9,1430.0,401.1,False,0.17784078896640923,0.04988247584225647
2024-02-01,EST002,7913.5,1613.3,393.4,False,0.20386680988184747,0.049712516585581595
2024-03-01,EST002,8630.4,1971.0,456.9,False,0.22837875417130146,0.052940767519466074
2024-04-01,EST002,8490.3,1585.5,465.4,False,0.18674251793222857,0.05481549532996478
2024-05-01,EST002,8891.3,1675.2,486.6,False,0.1884088940874788,0.05472765512354774
2024-06-01,EST002,8951.9,1673.5,495.6,False,0.18694355388241604,0.05536254873267128
2024-07-01,EST002,10176.9,2146.0,476.7,False,0.21086971474614077,0.04684137605754208
2024-08-01,EST002,9239.2,1910.0,448.2,False,0.20672785522556064,0.04851069356654255
2024-09-01,EST002,8326.9,1645.6,448.4,False,0.19762456616507945,0.05384957186948324
2024-10-01,EST002,8483.4,1579.9,401.8,False,0.18623429285428014,0.0473630855553198
2024-11-01,EST002,8364.2,1684.4,418.0,False,0.20138208077281747,0.049974892996341544
2024-12-01,EST002,8193.0,1446.3,426.0,False,0.1765287440497986,0.05199560600512633
2025-01-01,EST002,8203.5,1658.3,442.4,False,0.20214542573291888,0.053928201377460835
2025-02-01,EST002,8135.0,1733.3,334.4,False,0.21306699446834665,0.04110633066994468
2025-03-01,EST002,9223.9,1671.7,494.2,False,0.18123570290224308,0.05357820444714275
2025-04-01,EST002,9101.6,1611.1,444.4,False,0.1770128329084996,0.04882657994198822
2025-05-01,EST002,8088.5,1809.3,433.0,False,0.2236879520306608,0.05353279347221364
2025-06-01,EST002,9041.1,1905.8,538.2,False,0.21079293448806008,0.05952815475992966
2025-07-01,EST002,9993.7,2169.0,580.0,False,0.21703673314187938,0.058036563034711865
2025-08-01,EST002,7658.6,1514.0,434.8,False,0.19768626119656332,0.05677277831457447
2025-09-01,EST002,8984.6,1775.1,509.7,False,0.1975713999510273,0.05673040536028315
2025-10-01,EST002,7226.5,1492.8,413.5,False,0.20657302982079845,0.05721995433474019
2025-11-01,EST002,7602.1,1419.6,391.2,False,0.18673787506083844,0.051459465147788104
2025-12-01,EST002,7350.8,1484.8,368.7,False,0.20199161995973225,0.05015780595309354
2019-01-01,EST003,10820.1,2102.1,588.2,False,0.19427731721518285,0.05436178963225848
2019-02-01,EST003,11559.0,2082.8,620.3,False,0.18018859762955275,0.053663811748421136
2019-03-01,EST003,10752.1,2204.8,521.0,False,0.20505761665163086,0.04845565052408367
2019-04-01,EST003,11513.8,2257.3,599.0,False,0.19605169448835313,0.05202452708923205
2019-05-01,EST003,11242.2,2222.0,560.1,False,0.19764814715980858,0.049821209371831134
2019-06-01,EST003,11787.9,2143.6,539.1,False,0.18184748767804274,0.045733336726643425
2019-07-01,EST003,12707.8,2844.9,717.4,False,0.22387037882245553,0.05645351673775162
2019-08-01,EST003,13080.4,2788.1,657.6,False,0.213150973976331,0.050273691936026425
2019-09-01,EST003,11342.2,2432.5,680.5,False,0.2144645659572217,0.05999717867785791
2019-10-01,EST003,10337.4,2020.1,432.9,False,0.19541664248263588,0.04187706773463347
2019-11-01,EST003,9383.2,1633.3,443.0,False,0.174066416574303,0.04721203853695967
2019-12-01,EST003,9250.0,2121.0,464.0,False,0.2292972972972973,0.05016216216216216
2020-01-01,EST003,10654.3,2121.1,593.3,False,0.19908393794054982,0.05568643646227345
2020-02-01,EST003,11526.1,2175.8,599.3,False,0.1887715706093128,0.05199503735001431
2020-03-01,EST003,11471.2,2366.0,591.4,False,0.20625566636446055,0.051555199107329655
2020-04-01,EST003,10245.5,2228.5,454.5,False,0.21751012639695477,0.04436093894880679
2020-05-01,EST003,9564.9,1909.7,422.9,False,0.19965707953036624,0.044213739819548556
2020-06-01,EST003,12616.4,2765.2,651.2,False,0.2191750420088139,0.051615357788275584
2020-07-01,EST003,12996.0,2810.3,561.2,False,0.21624345952600801,0.04318251769775316
2020-08-01,EST003,10680.6,1963.7,505.6,False,0.1838567121697283,0.04733816452259237
2020-09-01,EST003,10171.7,1931.5,534.1,False,0.18988959564281288,0.052508430252563486
2020-10-01,EST003,12375.0,2652.7,558.0,False,0.21435959595959594,0.04509090909090909
2020-11-01,EST003,10378.4,1764.3,602.2,False,0.16999730208895397,0.05802435828258692
2020-12-01,EST003,9942.9,1966.3,558.0,False,0.19775920506089772,0.05612044775669071
2021-01-01,EST003,9566.2,1707.9,403.1,False,0.17853484142083587,0.04213794401120612
2021-02-01,EST003,10154.2,1958.3,460.4,False,0.19285615804297726,0.04534084418270272
2021-03-01,EST003,10434.0,2040.0,417.4,False,0.19551466359977,0.0400038336208549
2021-04-01,EST003,9755.7,2266.5,536.7,False,0.23232571727297885,0.05501399182016667
2021-05-01,EST003,9077.4,1740.3,488.7,False,0.19171789278868398,0.05383700178465199
2021-06-01,EST003,12666.8,2324.9,607.1,False,0.18354280481258095,0.047928442858496234
2021-07-01,EST003,10513.8,2418.2,549.9,False,0.23000247294032605,0.05230268789590824
2021-08-01,EST003,9997.6,2279.6,423.8,False,0.22801472353364804,0.042390173641674
2021-09-01,EST003,10525.9,1921.7,568.3,False,0.18256871146410283,0.053990632629988884
2021-10-01,EST003,10143.4,2269.4,479.0,False,0.22373168759981862,0.04722282469388962
2021-11-01,EST003,9600.0,1862.5,480.6,False,0.19401041666666666,0.0500625
2021-12-01,EST003,9612.9,1941.2,476.2,False,0.20193698051576528,0.04953760051597333
2022-01-01,EST003,9901.0,1970.8,432.1,False,0.19905060094939905,0.043642056357943645
2022-02-01,EST003,11939.6,2269.8,528.1,False,0.19010687125196826,0.04423096251130691
2022-03-01,EST003,10489.0,2252.6,575.2,False,0.21475831823815425,0.054838402135570605
2022-04-01,EST003,11589.0,2339.7,602.6,False,0.20188972301320215,0.05199758391578221
2022-05-01,EST003,11192.5,2158.5,618.4,False,0.19285235648872012,0.05525128434219343
2022-06-01,EST003,11715.4,2113.8,604.8,False,0.18042917868788094,0.05162435768304966
2022-07-01,EST003,13211.4,2465.2,670.0,False,0.18659642430022555,0.05071377749519355
2022-08-01,EST003,12407.7,2176.1,513.3,False,0.1753830282808256,0.04136947218259628
2022-09-01,EST003,13326.3,2667.7,648.3,False,0.20018309658344777,0.0486481619054051
2022-10-01,EST003,10379.9,1889.7,517.6,False,0.18205377701133924,0.049865605641672854
2022-11-01,EST003,10289.9,2017.0,615.0,False,0.1960174540082994,0.059767344677790844
2022-12-01,EST003,10045.0,2215.4,536.8,False,0.22054753608760577,0.05343952215032354
2023-01-01,EST003,10515.2,2292.2,606.5,False,0.2179891965916007,0.057678408399269625
2023-02-01,EST003,9513.1,1898.0,504.1,False,0.19951435389095037,0.05299008735322871
2023-03-01,EST003,11102.5,2206.0,515.6,False,0.19869398784057646,0.04643999099301959
2023-04-01,EST003,12482.2,2848.4,631.4,False,0.22819695246030347,0.05058403166108538
2023-05-01,EST003,12023.8,2498.7,615.4,False,0.20781283787155475,0.05118182271827542
2023-06-01,EST003,10496.0,2047.6,475.5,False,0.19508384146341462,0.04530297256097561
2023-07-01,EST003,13460.8,2404.2,647.2,False,0.1786075121835255,0.0480803518364436
2023-08-01,EST003,9946.0,2048.0,487.1,False,0.20591192439171527,0.048974462095314704
2023-09-01,EST003,10195.5,2165.9,591.6,False,0.21243685939875437,0.05802559952920406
2023-10-01,EST003,9640.1,1836.7,385.6,False,0.19052706922127363,0.039999585066544954
2023-11-01,EST003,10157.7,2075.9,569.1,False,0.20436713035431248,0.05602646268348149
2023-12-01,EST003,10279.3,1999.8,465.8,False,0.19454632124755578,0.0453143696555213
2024-01-01,EST003,10469.7,2065.0,451.7,False,0.19723583292740002,0.043143547570608516
2024-02-01,EST003,10440.1,1774.8,583.6,False,0.16999837166310666,0.05589984770260821
2024-03-01,EST003,11087.6,2180.6,595.0,False,0.19667015404596125,0.05366355207619322
2024-04-01,EST003,12281.9,2635.0,691.1,False,0.2145433524129003,0.0562697953899641
2024-05-01,EST003,11983.4,2283.2,647.1,False,0.1905302334896607,0.053999699584425125
2024-06-01,EST003,11154.1,2239.6,669.2,False,0.20078715449924242,0.05999587595592652
2024-07-01,EST003,11708.4,2208.9,618.1,False,0.1886594240032797,0.052791158484506856
2024-08-01,EST003,12151.6,2496.0,598.1,False,0.20540504954080122,0.04921985582145561
2024-09-01,EST003,11449.05,1819.0,478.1,True,0.15887781082273203,0.041758923229438256
2024-10-01,EST003,10746.5,1997.9,604.1,False,0.18591169217884893,0.05621365095612525
2024-11-01,EST003,10807.0,2377.4,498.2,False,0.21998704543351533,0.04609975016193208
2024-12-01,EST003,10456.3,1992.9,435.4,False,0.1905932308751662,0.04163996824880694
2025-01-01,EST003,10105.6,1929.4,489.7,False,0.19092384420519315,0.048458280557314756
2025-02-01,EST003,10093.2,2094.0,403.7,False,0.2074664130305552,0.039997225855031106
2025-03-01,EST003,9797.6,2038.5,496.6,False,0.2080611578345717,0.050685882256879235
2025-04-01,EST003,11862.5,2486.8,481.3,False,0.20963540569020023,0.040573234984193886
2025-05-01,EST003,10953.5,1912.3,550.6,False,0.17458346647190395,0.05026703793308075
2025-06-01,EST003,11070.1,2381.2,601.4,False,0.21510194126520987,0.05432651918230187
2025-07-01,EST003,10757.0,2059.5,512.2,False,0.19145672585293297,0.04761550618202101
2025-08-01,EST003,10478.0,2039.4,611.8,False,0.1946363809887383,0.05838900553540752
2025-09-01,EST003,10788.8,2481.4,460.7,False,0.2299977754708587,0.04270169064214741
2025-10-01,EST003,10036.1,2052.7,561.6,False,0.20453164077679575,0.05595799165014299
2025-11-01,EST003,9892.1,1921.1,528.0,False,0.1942054770978862,0.05337592624417464
2025-12-01,EST003,10478.7,1781.4,434.0,False,0.1700020040653898,0.04141735138900818
2019-01-01,EST004,8128.4,1795.1,487.7,False,0.22084297032626346,0.059999507898233356
2019-02-01,EST004,7353.0,1322.2,365.3,False,0.17981776145790834,0.049680402556779545
2019-03-01,EST004,8798.1,1627.2,401.3,False,0.18494902308452962,0.04561212079880883
2019-04-01,EST004,9234.8,1801.1,396.8,False,0.19503400181920563,0.04296790401524668
2019-05-01,EST004,9605.3,2125.1,469.7,False,0.22124243907009672,0.04890008641062747
2019-06-01,EST004,7375.0,1560.5,364.1,False,0.21159322033898306,0.049369491525423734
2019-07-01,EST004,10683.3,2111.4,539.6,False,0.19763556204543542,0.05050873793677984
2019-08-01,EST004,10159.4,2078.9,492.8,False,0.2046282260763431,0.04850680158277064
2019-09-01,EST004,8522.0,1627.7,453.1,False,0.19099976531330673,0.053168270359070645
2019-10-01,EST004,9787.7,1978.0,470.4,False,0.2020903787406643,0.04806032060647547
2019-11-01,EST004,8240.2,1657.1,332.3,False,0.20109948787650783,0.04032669109973059
2019-12-01,EST004,9030.4,1937.3,444.8,False,0.21453091778880226,0.04925584691708009
2020-01-01,EST004,8536.4,1831.1,341.5,False,0.2145049435359168,0.04000515439763835
2020-02-01,EST004,8377.2,1737.5,433.7,False,0.20740820321825906,0.051771474955832494
2020-03-01,EST004,8975.8,1746.4,404.8,False,0.19456761514293994,0.04509904409634796
2020-04-01,EST004,8449.7,1784.0,429.4,False,0.21113175615702331,0.050818372249902356
2020-05-01,EST004,10289.8,2043.8,582.1,False,0.19862387995879416,0.056570584462283045
2020-06-01,EST004,9772.6,1795.9,442.3,False,0.1837689048973661,0.04525919407322514
2020-07-01,EST004,11273.3,2186.5,623.5,False,0.1939538555702412,0.05530767388431072
2020-08-01,EST004,8223.7,1655.2,393.4,False,0.20127193355788756,0.04783734815229154
2020-09-01,EST004,9051.5,1933.9,531.9,False,0.21365519527150198,0.05876374081643926
2020-10-01,EST004,9651.8,1903.8,465.0,False,0.19724818168631758,0.04817754201288879
2020-11-01,EST004,8897.4,1618.1,407.5,False,0.18186211702295052,0.045799896599006455
2020-12-01,EST004,8449.1,1697.0,451.5,False,0.2008497946526849,0.053437644246132725
2021-01-01,EST004,10046.8,2026.5,480.4,False,0.20170601584584147,0.0478162200899789
2021-02-01,EST004,9729.7,1973.1,445.5,False,0.20279145297388407,0.04578763990667749
2021-03-01,EST004,10797.9,2308.6,514.1,False,0.2138008316431899,0.04761110956760111
2021-04-01,EST004,11584.8,2494.0,576.7,False,0.21528209377805402,0.049780747185967825
2021-05-01,EST004,11915.4,2276.9,675.7,False,0.19108884300988638,0.05670812561894691
2021-06-01,EST004,12076.7,2303.7,487.0,False,0.1907557528132685,0.04032558563183651
2021-07-01,EST004,11400.7,2102.3,571.4,False,0.18440095783592236,0.05011972949029445
2021-08-01,EST004,11355.0,2390.0,603.2,False,0.21047996477322764,0.05312197269925144
2021-09-01,EST004,9945.4,2205.2,506.9,False,0.22173064934542602,0.05096828684618014
2021-10-01,EST004,8659.6,1691.0,489.7,False,0.19527460852695275,0.05654995611806549
2021-11-01,EST004,9724.5,1909.7,482.6,False,0.19638027662090596,0.04962723019178364
2021-12-01,EST004,10604.6,2354.2,520.4,False,0.221998000867548,0.049073043773456795
2022-01-01,EST004,10679.3,2216.8,565.6,False,0.20757914844605924,0.05296227280814286
2022-02-01,EST004,9990.6,2063.5,504.5,False,0.20654415150241226,0.050497467619562385
2022-03-01,EST004,11081.3,2018.3,532.4,False,0.18213567000261702,0.0480449044787164
2022-04-01,EST004,11943.8,2510.4,628.0,False,0.21018436343542257,0.05257958103786065
2022-05-01,EST004,11120.7,2069.2,519.8,False,0.18606742381324914,0.046741661945740816
2022-06-01,EST004,11741.7,2148.6,551.2,False,0.1829888346661897,0.0469437985981587
2022-07-01,EST004,10997.8,2142.4,520.9,False,0.194802596883013,0.047364018258197096
2022-08-01,EST004,10591.3,2025.2,601.2,False,0.1912135431911097,0.05676357009998773
2022-09-01,EST004,11290.8,2220.6,451.6,False,0.19667339781060686,0.039997165834130446
2022-10-01,EST004,11128.2,1985.1,578.4,False,0.1783846444168868,0.0519760608184612
2022-11-01,EST004,10762.2,2307.2,540.0,False,0.21437995948783703,0.050175614651279475
2022-12-01,EST004,9517.1,2064.4,395.9,False,0.21691481648821595,0.04159880635907997
2023-01-01,EST004,8872.6,1515.4,457.4,False,0.17079548272208822,0.05155196898316164
2023-02-01,EST004,10037.1,2154.7,525.7,False,0.21467356108836216,0.05237568620418249
2023-03-01,EST004,11002.9,2066.8,582.6,False,0.18784138727062868,0.052949676903361845
2023-04-01,EST004,11591.7,2467.3,463.7,False,0.21285057411768765,0.04000276059594365
2023-05-01,EST004,11294.1,2247.2,641.9,False,0.19897114422574616,0.05683498463799683
2023-06-01,EST004,12288.3,2463.0,569.1,False,0.20043455970313226,0.046312345889992924
2023-07-01,EST004,11389.2,2527.4,684.7,True,0.22191198679450708,0.06011835774242265
2023-08-01,EST004,10490.1,2288.8,563.4,False,0.2181866712424095,0.0537077816226728
