date,estate_id,actual,forecast,model,error,absolute_error
2025-11-01,EST005,12914.1,11409.9,Naive,1504.2000000000007,1504.2000000000007
2025-12-01,EST005,11197.3,11409.9,Naive,-212.60000000000036,212.60000000000036
2025-01-01,EST006,9262.9,7869.9,Naive,1393.0,1393.0
2025-02-01,EST006,9624.8,7869.9,Naive,1754.8999999999996,1754.8999999999996
2025-03-01,EST006,10119.7,7869.9,Naive,2249.800000000001,2249.800000000001
2025-04-01,EST006,9586.6,7869.9,Naive,1716.7000000000007,1716.7000000000007
2025-05-01,EST006,10179.75,7869.9,Naive,2309.8500000000004,2309.8500000000004
2025-06-01,EST006,10772.9,7869.9,Naive,2903.0,2903.0
2025-07-01,EST006,9522.8,7869.9,Naive,1652.8999999999996,1652.8999999999996
2025-08-01,EST006,9037.5,7869.9,Naive,1167.6000000000004,1167.6000000000004
2025-09-01,EST006,10594.7,7869.9,Naive,2724.800000000001,2724.800000000001
2025-10-01,EST006,8615.0,7869.9,Naive,745.1000000000004,745.1000000000004
2025-11-01,EST006,9384.1,7869.9,Naive,1514.2000000000007,1514.2000000000007
2025-12-01,EST006,8494.1,7869.9,Naive,624.2000000000007,624.2000000000007
2025-01-01,EST007,9566.4,10170.0,Naive,-603.6000000000004,603.6000000000004
2025-02-01,EST007,9362.6,10170.0,Naive,-807.3999999999996,807.3999999999996
2025-03-01,EST007,11110.6,10170.0,Naive,940.6000000000004,940.6000000000004
2025-04-01,EST007,9794.3,10170.0,Naive,-375.7000000000007,375.7000000000007
2025-05-01,EST007,10712.7,10170.0,Naive,542.7000000000007,542.7000000000007
2025-06-01,EST007,12584.7,10170.0,Naive,2414.7000000000007,2414.7000000000007
2025-07-01,EST007,11966.9,10170.0,Naive,1796.8999999999996,1796.8999999999996
2025-08-01,EST007,11695.2,10170.0,Naive,1525.2000000000007,1525.2000000000007
2025-09-01,EST007,11130.1,10170.0,Naive,960.1000000000004,960.1000000000004
2025-10-01,EST007,10091.7,10170.0,Naive,-78.29999999999927,78.29999999999927
2025-11-01,EST007,9901.6,10170.0,Naive,-268.39999999999964,268.39999999999964
2025-12-01,EST007,9021.2,10170.0,Naive,-1148.7999999999993,1148.7999999999993
2025-01-01,EST008,8916.4,8677.5,Naive,238.89999999999964,238.89999999999964
2025-02-01,EST008,8942.5,8677.5,Naive,265.0,265.0
2025-03-01,EST008,9568.8,8677.5,Naive,891.2999999999993,891.2999999999993
2025-04-01,EST008,8929.1,8677.5,Naive,251.60000000000036,251.60000000000036
2025-05-01,EST008,10269.0,8677.5,Naive,1591.5,1591.5
2025-06-01,EST008,10631.55,8677.5,Naive,1954.0499999999993,1954.0499999999993
2025-07-01,EST008,10994.1,8677.5,Naive,2316.6000000000004,2316.6000000000004
2025-08-01,EST008,10501.3,8677.5,Naive,1823.7999999999993,1823.7999999999993
2025-09-01,EST008,7989.1,8677.5,Naive,-688.3999999999996,688.3999999999996
2025-10-01,EST008,9819.6,8677.5,Naive,1142.1000000000004,1142.1000000000004
2025-11-01,EST008,8748.2,8677.5,Naive,70.70000000000073,70.70000000000073
2025-12-01,EST008,8931.6,8677.5,Naive,254.10000000000036,254.10000000000036
2025-01-01,EST009,8171.3,6154.3,Naive,2017.0,2017.0
2025-02-01,EST009,6801.4,6154.3,Naive,647.0999999999995,647.0999999999995
2025-03-01,EST009,8301.5,6154.3,Naive,2147.2,2147.2
2025-04-01,EST009,7271.3,6154.3,Naive,1117.0,1117.0
2025-05-01,EST009,7680.6,6154.3,Naive,1526.3000000000002,1526.3000000000002
2025-06-01,EST009,8059.3,6154.3,Naive,1905.0,1905.0
2025-07-01,EST009,7311.7,6154.3,Naive,1157.3999999999996,1157.3999999999996
2025-08-01,EST009,7069.7,6154.3,Naive,915.3999999999996,915.3999999999996
2025-09-01,EST009,7594.3,6154.3,Naive,1440.0,1440.0
2025-10-01,EST009,7295.2,6154.3,Naive,1140.8999999999996,1140.8999999999996
2025-11-01,EST009,7669.9,6154.3,Naive,1515.5999999999995,1515.5999999999995
2025-12-01,EST009,6348.8,6154.3,Naive,194.5,194.5
2025-01-01,EST010,8536.4,9532.1,Naive,-995.7000000000007,995.7000000000007
2025-02-01,EST010,9164.3,9532.1,Naive,-367.8000000000011,367.8000000000011
2025-03-01,EST010,9281.6,9532.1,Naive,-250.5,250.5
2025-04-01,EST010,9607.2,9532.1,Naive,75.10000000000036,75.10000000000036
2025-05-01,EST010,9465.6,9532.1,Naive,-66.5,66.5
2025-06-01,EST010,8945.7,9532.1,Naive,-586.3999999999996,586.3999999999996
2025-07-01,EST010,9752.8,9532.1,Naive,220.6999999999989,220.6999999999989
2025-08-01,EST010,9326.8,9532.1,Naive,-205.3000000000011,205.3000000000011
2025-09-01,EST010,9624.3,9532.1,Naive,92.19999999999891,92.19999999999891
2025-10-01,EST010,8785.7,9532.1,Naive,-746.3999999999996,746.3999999999996
2025-11-01,EST010,8879.5,9532.1,Naive,-652.6000000000004,652.6000000000004
2025-12-01,EST010,8554.7,9532.1,Naive,-977.3999999999996,977.3999999999996
2025-01-01,EST001,8385.6,9679.8,Seasonal Naive,-1294.199999999999,1294.199999999999
2025-02-01,EST001,9219.1,8817.3,Seasonal Naive,401.8000000000011,401.8000000000011
2025-03-01,EST001,8661.8,9108.2,Seasonal Naive,-446.40000000000146,446.40000000000146
2025-04-01,EST001,10508.3,8795.3,Seasonal Naive,1713.0,1713.0
2025-05-01,EST001,10733.9,10151.0,Seasonal Naive,582.8999999999996,582.8999999999996
2025-06-01,EST001,7719.9,10991.6,Seasonal Naive,-3271.7000000000007,3271.7000000000007
2025-07-01,EST001,9791.0,10975.6,Seasonal Naive,-1184.6000000000004,1184.6000000000004
2025-08-01,EST001,10124.1,11030.5,Seasonal Naive,-906.3999999999996,906.3999999999996
2025-09-01,EST001,10449.1,8693.5,Seasonal Naive,1755.6000000000004,1755.6000000000004
2025-10-01,EST001,9599.1,9614.9,Seasonal Naive,-15.799999999999272,15.799999999999272
2025-11-01,EST001,8497.5,9129.2,Seasonal Naive,-631.7000000000007,631.7000000000007
2025-12-01,EST001,8566.4,9199.8,Seasonal Naive,-633.3999999999996,633.3999999999996
2025-01-01,EST002,8203.5,8040.9,Seasonal Naive,162.60000000000036,162.60000000000036
2025-02-01,EST002,8135.0,7913.5,Seasonal Naive,221.5,221.5
2025-03-01,EST002,9223.9,8630.4,Seasonal Naive,593.5,593.5
2025-04-01,EST002,9101.6,8490.3,Seasonal Naive,611.3000000000011,611.3000000000011
2025-05-01,EST002,8088.5,8891.3,Seasonal Naive,-802.7999999999993,802.7999999999993
2025-06-01,EST002,9041.1,8951.9,Seasonal Naive,89.20000000000073,89.20000000000073
2025-07-01,EST002,9993.7,10176.9,Seasonal Naive,-183.1999999999989,183.1999999999989
2025-08-01,EST002,7658.6,9239.2,Seasonal Naive,-1580.6000000000004,1580.6000000000004
2025-09-01,EST002,8984.6,8326.9,Seasonal Naive,657.7000000000007,657.7000000000007
2025-10-01,EST002,7226.5,8483.4,Seasonal Naive,-1256.8999999999996,1256.8999999999996
2025-11-01,EST002,7602.1,8364.2,Seasonal Naive,-762.1000000000004,762.1000000000004
2025-12-01,EST002,7350.8,8193.0,Seasonal Naive,-842.1999999999998,842.1999999999998
2025-01-01,EST003,10105.6,10469.7,Seasonal Naive,-364.10000000000036,364.10000000000036
2025-02-01,EST003,10093.2,10440.1,Seasonal Naive,-346.89999999999964,346.89999999999964
2025-03-01,EST003,9797.6,11087.6,Seasonal Naive,-1290.0,1290.0
2025-04-01,EST003,11862.5,12281.9,Seasonal Naive,-419.39999999999964,419.39999999999964
2025-05-01,EST003,10953.5,11983.4,Seasonal Naive,-1029.8999999999996,1029.8999999999996
2025-06-01,EST003,11070.1,11154.1,Seasonal Naive,-84.0,84.0
2025-07-01,EST003,10757.0,11708.4,Seasonal Naive,-951.3999999999996,951.3999999999996
2025-08-01,EST003,10478.0,12151.6,Seasonal Naive,-1673.6000000000004,1673.6000000000004
2025-09-01,EST003,10788.8,11449.05,Seasonal Naive,-660.25,660.25
2025-10-01,EST003,10036.1,10746.5,Seasonal Naive,-710.3999999999996,710.3999999999996
2025-11-01,EST003,9892.1,10807.0,Seasonal Naive,-914.8999999999996,914.8999999999996
2025-12-01,EST003,10478.7,10456.3,Seasonal Naive,22.400000000001455,22.400000000001455
2025-01-01,EST004,9740.3,10007.0,Seasonal Naive,-266.7000000000007,266.7000000000007
2025-02-01,EST004,9854.6,10037.8,Seasonal Naive,-183.1999999999989,183.1999999999989
2025-03-01,EST004,10893.2,10039.6,Seasonal Naive,853.6000000000004,853.6000000000004
2025-04-01,EST004,11732.9,12247.1,Seasonal Naive,-514.2000000000007,514.2000000000007
2025-05-01,EST004,10975.4,12606.7,Seasonal Naive,-1631.300000000001,1631.300000000001
2025-06-01,EST004,13146.8,11094.4,Seasonal Naive,2052.3999999999996,2052.3999999999996
2025-07-01,EST004,10662.3,13094.8,Seasonal Naive,-2432.5,2432.5
2025-08-01,EST004,10017.7,10451.9,Seasonal Naive,-434.1999999999989,434.1999999999989
2025-09-01,EST004,11090.9,9831.9,Seasonal Naive,1259.0,1259.0
2025-10-01,EST004,10548.4,11027.2,Seasonal Naive,-478.8000000000011,478.8000000000011
2025-11-01,EST004,9449.5,10010.9,Seasonal Naive,-561.3999999999996,561.3999999999996
2025-12-01,EST004,10677.6,9425.5,Seasonal Naive,1252.1000000000004,1252.1000000000004
2025-01-01,EST005,11025.7,11348.5,Seasonal Naive,-322.7999999999993,322.7999999999993
2025-02-01,EST005,10944.6,11897.4,Seasonal Naive,-952.7999999999993,952.7999999999993
2025-03-01,EST005,11756.6,11976.3,Seasonal Naive,-219.6999999999989,219.6999999999989
2025-04-01,EST005,11774.8,12862.7,Seasonal Naive,-1087.9000000000015,1087.9000000000015
2025-05-01,EST005,10938.0,11487.0,Seasonal Naive,-549.0,549.0
2025-06-01,EST005,13354.1,11988.6,Seasonal Naive,1365.5,1365.5
2025-07-01,EST005,12998.4,12876.4,Seasonal Naive,122.0,122.0
2025-08-01,EST005,11597.8,13683.6,Seasonal Naive,-2085.800000000001,2085.800000000001
2025-09-01,EST005,14292.4,12899.7,Seasonal Naive,1392.699999999999,1392.699999999999
2025-10-01,EST005,13589.2,11975.6,Seasonal Naive,1613.6000000000004,1613.6000000000004
2025-11-01,EST005,12914.1,11692.75,Seasonal Naive,1221.3500000000004,1221.3500000000004
2025-12-01,EST005,11197.3,11409.9,Seasonal Naive,-212.60000000000036,212.60000000000036
2025-01-01,EST006,9262.9,8924.0,Seasonal Naive,338.89999999999964,338.89999999999964
2025-02-01,EST006,9624.8,8805.6,Seasonal Naive,819.1999999999989,819.1999999999989
2025-03-01,EST006,10119.7,9973.0,Seasonal Naive,146.70000000000073,146.70000000000073
2025-04-01,EST006,9586.6,10979.0,Seasonal Naive,-1392.3999999999996,1392.3999999999996
2025-05-01,EST006,10179.75,11229.6,Seasonal Naive,-1049.8500000000004,1049.8500000000004
2025-06-01,EST006,10772.9,10216.9,Seasonal Naive,556.0,556.0
2025-07-01,EST006,9522.8,11052.1,Seasonal Naive,-1529.300000000001,1529.300000000001
2025-08-01,EST006,9037.5,10712.75,Seasonal Naive,-1675.25,1675.25
2025-09-01,EST006,10594.7,10373.4,Seasonal Naive,221.3000000000011,221.3000000000011
2025-10-01,EST006,8615.0,8745.9,Seasonal Naive,-130.89999999999964,130.89999999999964
2025-11-01,EST006,9384.1,9256.5,Seasonal Naive,127.60000000000036,127.60000000000036
2025-12-01,EST006,8494.1,7869.9,Seasonal Naive,624.2000000000007,624.2000000000007
2025-01-01,EST007,9566.4,9714.0,Seasonal Naive,-147.60000000000036,147.60000000000036
2025-02-01,EST007,9362.6,10001.1,Seasonal Naive,-638.5,638.5
2025-03-01,EST007,11110.6,10743.4,Seasonal Naive,367.2000000000007,367.2000000000007
2025-04-01,EST007,9794.3,11164.1,Seasonal Naive,-1369.800000000001,1369.800000000001
2025-05-01,EST007,10712.7,10012.0,Seasonal Naive,700.7000000000007,700.7000000000007
2025-06-01,EST007,12584.7,11298.9,Seasonal Naive,1285.800000000001,1285.800000000001
2025-07-01,EST007,11966.9,11692.8,Seasonal Naive,274.10000000000036,274.10000000000036
2025-08-01,EST007,11695.2,11872.0,Seasonal Naive,-176.79999999999927,176.79999999999927
2025-09-01,EST007,11130.1,11921.3,Seasonal Naive,-791.1999999999989,791.1999999999989
2025-10-01,EST007,10091.7,11649.9,Seasonal Naive,-1558.199999999999,1558.199999999999
2025-11-01,EST007,9901.6,9330.4,Seasonal Naive,571.2000000000007,571.2000000000007
2025-12-01,EST007,9021.2,10170.0,Seasonal Naive,-1148.7999999999993,1148.7999999999993
2025-01-01,EST008,8916.4,8238.3,Seasonal Naive,678.1000000000004,678.1000000000004
2025-02-01,EST008,8942.5,7970.4,Seasonal Naive,972.1000000000004,972.1000000000004
2025-03-01,EST008,9568.8,8088.6,Seasonal Naive,1480.199999999999,1480.199999999999
2025-04-01,EST008,8929.1,9980.4,Seasonal Naive,-1051.2999999999993,1051.2999999999993
2025-05-01,EST008,10269.0,9772.2,Seasonal Naive,496.7999999999993,496.7999999999993
2025-06-01,EST008,10631.55,9099.9,Seasonal Naive,1531.6499999999996,1531.6499999999996
2025-07-01,EST008,10994.1,10430.4,Seasonal Naive,563.7000000000007,563.7000000000007
2025-08-01,EST008,10501.3,10691.7,Seasonal Naive,-190.40000000000146,190.40000000000146
2025-09-01,EST008,7989.1,10582.3,Seasonal Naive,-2593.199999999999,2593.199999999999
2025-10-01,EST008,9819.6,9804.4,Seasonal Naive,15.200000000000728,15.200000000000728
2025-11-01,EST008,8748.2,8331.3,Seasonal Naive,416.90000000000146,416.90000000000146
2025-12-01,EST008,8931.6,8677.5,Seasonal Naive,254.10000000000036,254.10000000000036
2025-01-01,EST009,8171.3,6948.7,Seasonal Naive,1222.6000000000004,1222.6000000000004
2025-02-01,EST009,6801.4,6755.8,Seasonal Naive,45.599999999999454,45.599999999999454
2025-03-01,EST009,8301.5,7909.2,Seasonal Naive,392.3000000000002,392.3000000000002
2025-04-01,EST009,7271.3,8789.9,Seasonal Naive,-1518.5999999999995,1518.5999999999995
2025-05-01,EST009,7680.6,6399.9,Seasonal Naive,1280.7000000000007,1280.7000000000007
2025-06-01,EST009,8059.3,8080.1,Seasonal Naive,-20.800000000000182,20.800000000000182
2025-07-01,EST009,7311.7,8153.4,Seasonal Naive,-841.6999999999998,841.6999999999998
2025-08-01,EST009,7069.7,8893.7,Seasonal Naive,-1824.000000000001,1824.000000000001
2025-09-01,EST009,7594.3,6976.6,Seasonal Naive,617.6999999999998,617.6999999999998
2025-10-01,EST009,7295.2,6649.8,Seasonal Naive,645.3999999999996,645.3999999999996
2025-11-01,EST009,7669.9,7855.5,Seasonal Naive,-185.60000000000036,185.60000000000036
2025-12-01,EST009,6348.8,6154.3,Seasonal Naive,194.5,194.5
2025-01-01,EST010,8536.4,8985.6,Seasonal Naive,-449.2000000000007,449.2000000000007
2025-02-01,EST010,9164.3,10075.7,Seasonal Naive,-911.4000000000015,911.4000000000015
2025-03-01,EST010,9281.6,11165.8,Seasonal Naive,-1884.199999999999,1884.199999999999
2025-04-01,EST010,9607.2,9699.4,Seasonal Naive,-92.19999999999891,92.19999999999891
2025-05-01,EST010,9465.6,9407.2,Seasonal Naive,58.399999999999636,58.399999999999636
2025-06-01,EST010,8945.7,11266.3,Seasonal Naive,-2320.5999999999985,2320.5999999999985
2025-07-01,EST010,9752.8,10528.0,Seasonal Naive,-775.2000000000007,775.2000000000007
2025-08-01,EST010,9326.8,9789.7,Seasonal Naive,-462.90000000000146,462.90000000000146
2025-09-01,EST010,9624.3,9732.6,Seasonal Naive,-108.30000000000109,108.30000000000109
2025-10-01,EST010,8785.7,9896.1,Seasonal Naive,-1110.3999999999996,1110.3999999999996
2025-11-01,EST010,8879.5,9814.3,Seasonal Naive,-934.7999999999993,934.7999999999993
2025-12-01,EST010,8554.7,9532.1,Seasonal Naive,-977.3999999999996,977.3999999999996
2025-01-01,EST001,8385.6,8923.59965449811,Holt-Winters,-537.9996544981095,537.9996544981095
2025-02-01,EST001,9219.1,9465.097919712967,Holt-Winters,-245.9979197129669,245.9979197129669
2025-03-01,EST001,8661.8,9862.23605485491,Holt-Winters,-1200.4360548549103,1200.4360548549103
2025-04-01,EST001,10508.3,9917.56771479972,Holt-Winters,590.7322852002799,590.7322852002799
2025-05-01,EST001,10733.9,10468.720309046756,Holt-Winters,265.17969095324406,265.17969095324406
2025-06-01,EST001,7719.9,10608.188733680276,Holt-Winters,-2888.288733680276,2888.288733680276
2025-07-01,EST001,9791.0,10148.182518611604,Holt-Winters,-357.1825186116039,357.1825186116039
2025-08-01,EST001,10124.1,9867.141562796107,Holt-Winters,256.9584372038935,256.9584372038935
2025-09-01,EST001,10449.1,9734.272628839524,Holt-Winters,714.8273711604761,714.8273711604761
2025-10-01,EST001,9599.1,9409.922974239786,Holt-Winters,189.17702576021475,189.17702576021475
2025-11-01,EST001,8497.5,9120.619723483529,Holt-Winters,-623.119723483529,623.119723483529
2025-12-01,EST001,8566.4,8778.95251264383,Holt-Winters,-212.5525126438297,212.5525126438297
2025-01-01,EST002,8203.5,8630.297159840595,Holt-Winters,-426.79715984059476,426.79715984059476
2025-02-01,EST002,8135.0,8780.888342181246,Holt-Winters,-645.8883421812461,645.8883421812461
2025-03-01,EST002,9223.9,9328.608752337075,Holt-Winters,-104.70875233707557,104.70875233707557
2025-04-01,EST002,9101.6,9353.510786822242,Holt-Winters,-251.9107868222418,251.9107868222418
2025-05-01,EST002,8088.5,9242.857345392786,Holt-Winters,-1154.3573453927856,1154.3573453927856
2025-06-01,EST002,9041.1,9327.009473650744,Holt-Winters,-285.90947365074317,285.90947365074317
2025-07-01,EST002,9993.7,9864.494139123162,Holt-Winters,129.20586087683841,129.20586087683841
2025-08-01,EST002,7658.6,9309.697475284618,Holt-Winters,-1651.0974752846178,1651.0974752846178
2025-09-01,EST002,8984.6,9087.929765420777,Holt-Winters,-103.32976542077631,103.32976542077631
2025-10-01,EST002,7226.5,9105.733957609718,Holt-Winters,-1879.2339576097183,1879.2339576097183
2025-11-01,EST002,7602.1,8621.336732998418,Holt-Winters,-1019.2367329984172,1019.2367329984172
2025-12-01,EST002,7350.8,8411.177110997052,Holt-Winters,-1060.3771109970521,1060.3771109970521
2025-01-01,EST003,10105.6,10521.10520609537,Holt-Winters,-415.50520609536943,415.50520609536943
2025-02-01,EST003,10093.2,11014.437554892744,Holt-Winters,-921.237554892743,921.237554892743
2025-03-01,EST003,9797.6,11216.487859633022,Holt-Winters,-1418.8878596330214,1418.8878596330214
2025-04-01,EST003,11862.5,11570.591874282842,Holt-Winters,291.9081257171583,291.9081257171583
2025-05-01,EST003,10953.5,11068.086593155987,Holt-Winters,-114.58659315598743,114.58659315598743
2025-06-01,EST003,11070.1,12029.370659736562,Holt-Winters,-959.2706597365614,959.2706597365614
2025-07-01,EST003,10757.0,12677.801830512375,Holt-Winters,-1920.801830512375,1920.801830512375
2025-08-01,EST003,10478.0,11336.467888146244,Holt-Winters,-858.4678881462441,858.4678881462441
2025-09-01,EST003,10788.8,11433.410692877023,Holt-Winters,-644.6106928770241,644.6106928770241
2025-10-01,EST003,10036.1,10956.797586848745,Holt-Winters,-920.6975868487443,920.6975868487443
2025-11-01,EST003,9892.1,10546.215775229415,Holt-Winters,-654.1157752294148,654.1157752294148
2025-12-01,EST003,10478.7,10367.09195289538,Holt-Winters,111.60804710462071,111.60804710462071
2025-01-01,EST004,9740.3,10288.997276666802,Holt-Winters,-548.6972766668023,548.6972766668023
2025-02-01,EST004,9854.6,10294.137545705846,Holt-Winters,-439.53754570584533,439.53754570584533
2025-03-01,EST004,10893.2,11040.031715883075,Holt-Winters,-146.83171588307414,146.83171588307414
2025-04-01,EST004,11732.9,11821.414678821708,Holt-Winters,-88.514678821708,88.514678821708
2025-05-01,EST004,10975.4,12104.262121745458,Holt-Winters,-1128.8621217454584,1128.8621217454584
2025-06-01,EST004,13146.8,12048.593908834086,Holt-Winters,1098.2060911659137,1098.2060911659137
2025-07-01,EST004,10662.3,12286.621580629053,Holt-Winters,-1624.3215806290536,1624.3215806290536
2025-08-01,EST004,10017.7,10877.69539694803,Holt-Winters,-859.9953969480284,859.9953969480284
2025-09-01,EST004,11090.9,10901.280624241172,Holt-Winters,189.61937575882803,189.61937575882803
2025-10-01,EST004,10548.4,10828.705671504356,Holt-Winters,-280.3056715043567,280.3056715043567
2025-11-01,EST004,9449.5,10619.2519874019,Holt-Winters,-1169.7519874019,1169.7519874019
2025-12-01,EST004,10677.6,10264.331732905755,Holt-Winters,413.26826709424495,413.26826709424495
2025-01-01,EST005,11025.7,11244.532387231215,Holt-Winters,-218.83238723121394,218.83238723121394
2025-02-01,EST005,10944.6,11522.004928077582,Holt-Winters,-577.4049280775816,577.4049280775816
2025-03-01,EST005,11756.6,11957.361786061247,Holt-Winters,-200.7617860612463,200.7617860612463
2025-04-01,EST005,11774.8,13090.332622153646,Holt-Winters,-1315.532622153647,1315.532622153647
2025-05-01,EST005,10938.0,12709.055099466077,Holt-Winters,-1771.055099466077,1771.055099466077
2025-06-01,EST005,13354.1,12868.129813317117,Holt-Winters,485.97018668288365,485.97018668288365
2025-07-01,EST005,12998.4,12728.778800535567,Holt-Winters,269.6211994644327,269.6211994644327
2025-08-01,EST005,11597.8,12464.429361100945,Holt-Winters,-866.629361100946,866.629361100946
2025-09-01,EST005,14292.4,11883.143742091595,Holt-Winters,2409.256257908404,2409.256257908404
2025-10-01,EST005,13589.2,11775.86443598226,Holt-Winters,1813.3355640177415,1813.3355640177415
2025-11-01,EST005,12914.1,11721.916577537648,Holt-Winters,1192.1834224623526,1192.1834224623526
2025-12-01,EST005,11197.3,11814.87309214957,Holt-Winters,-617.5730921495706,617.5730921495706
2025-01-01,EST006,9262.9,9417.147781884636,Holt-Winters,-154.24778188463642,154.24778188463642
2025-02-01,EST006,9624.8,9460.312013366081,Holt-Winters,164.4879866339179,164.4879866339179
2025-03-01,EST006,10119.7,10347.712532054426,Holt-Winters,-228.0125320544248,228.0125320544248
2025-04-01,EST006,9586.6,11436.990392922955,Holt-Winters,-1850.3903929229546,1850.3903929229546
2025-05-01,EST006,10179.75,11724.26289315469,Holt-Winters,-1544.5128931546897,1544.5128931546897
2025-06-01,EST006,10772.9,11008.571492439374,Holt-Winters,-235.67149243937456,235.67149243937456
2025-07-01,EST006,9522.8,11393.606540829434,Holt-Winters,-1870.806540829435,1870.806540829435
2025-08-01,EST006,9037.5,11012.521790525609,Holt-Winters,-1975.0217905256086,1975.0217905256086
2025-09-01,EST006,10594.7,10673.243969165398,Holt-Winters,-78.54396916539736,78.54396916539736
2025-10-01,EST006,8615.0,9942.769753368551,Holt-Winters,-1327.7697533685514,1327.7697533685514
2025-11-01,EST006,9384.1,9295.302393618433,Holt-Winters,88.79760638156768,88.79760638156768
2025-12-01,EST006,8494.1,9348.045044499278,Holt-Winters,-853.9450444992781,853.9450444992781
